#host-protein-ID,NCBI-gene-ID,host-protein
25546,654388,RPL32P2|HsT20607
25547,654390,RPS27P2|HsT16324
25548,654391,RPL31P7
25549,654392,RPL39P4
25550,654412,FAM138B|F379
25551,654427,PCNPP1|PCNPP
25552,654429,LRTM2
25553,654433,PAX8-AS1
25554,654434,SNHG20|C17orf86|NCRNA00338|LINC00338|PRO0872|FLJ25582|DKFZp686L05235|SCARNA16HG
25555,654463,FER1L6|C8ORFK23
25556,654466,FGF7P3|KGFLP2
25557,654480,ATP5MC2P4|ATP5G2P4
25558,654483,BOLA2B
25559,654484,ATP5MFP5|ATP5J2P5
25560,654485,ATP5MFP4|ATP5J2P4
25561,654486,ATP5MFP6|ATP5J2P6
25562,654499,FAM30C|KIAA0125P2|HsT16041
25563,654500,H2AZ2P1|H2AFVP|H2AFVP1|HsT19970
25564,654502,IQCJ
25565,654503,HMGB1P9|HMG1L9|HMGB1L9
25566,654505,H3P38|H3F3AP1|HsT18159|p48
25567,654506,RPSAP7|LAMR1P7
25568,654783,IFNNP1
25569,654790,PCP4L1|IQM1
25570,654813,P2RY10P1|GPR121P|P2Y10P1
25571,654816,NCF1B|SH3PXD1B
25572,654817,NCF1C|SH3PXD1C
25573,654835,FAM138C|F379
25574,654841,MFF-DT
25575,664611,H3P37|H3F3AP2|H3F3CP|p47
25576,664612,MIR539|MIRN539|hsa-mir-539
25577,664613,MIR544A|MIRN544|MIR544|hsa-mir-544
25578,664614,MIR545|MIRN545|hsa-mir-545
25579,664615,MIR376A2|MIRN376A2|hsa-mir-376a-2
25580,664616,MIR487B|MIRN487B|hsa-mir-487b
25581,664617,MIR542|MIRN542|hsa-mir-542
25582,664618,HSP90AB4P
25583,664701,ZNF826P|ZNF826|FLJ44894
25584,664709,HNRNPA1P10
25585,664721,HNRNPA1P27
25586,664722,HNRNPA1P26
25587,677679,SCARNA3|HBI-100
25588,677681,SCARNA20|ACA66
25589,677763,SCARNA21|ACA68|SCARNA21A
25590,677765,SCARNA18|U109|SCARNA18A
25591,677766,SCARNA2|mgU2-25/61|HBII-382
25592,677767,SCARNA7|U90
25593,677768,SCARNA13|U93
25594,677769,SCARNA17|mgU12-22/U4-8|U91
25595,677770,SCARNA22|ACA11
25596,677771,SCARNA4|ACA26
25597,677772,SCARNA6|U88
25598,677773,SCARNA23|ACA12
25599,677774,SCARNA1|ACA35
25600,677775,SCARNA5|U87
25601,677776,SCARNA8|U92
25602,677777,SCARNA12|U89
25603,677778,SCARNA15|ACA45
25604,677779,LINC00488|C3orf66|FLJ41232
25605,677780,SCARNA11|ACA57
25606,677781,SCARNA16|ACA47
25607,677784,FAM138D|F379
25608,677790,TMEM78|FLJ40168
25609,677792,SNORA1|ACA1
25610,677793,SNORA2A|ACA2A
25611,677794,SNORA2B|ACA2b
25612,677795,SNORA5B|ACA5b
25613,677796,SNORA5C|ACA5c
25614,677797,SNORA7B|ACA7B
25615,677798,SNORA9|ACA9|SNORA9A
25616,677799,SNORA11|U107|SNORA11A
25617,677800,SNORA12|U108
25618,677801,SNORA14A|ACA14a
25619,677802,SNORA14B|ACA14b
25620,677803,SNORA15|ACA15|SNORA15A
25621,677804,SNORA17A|SNORA17|ACA17
25622,677805,SNORA18|ACA18
25623,677806,SNORA20|ACA20
25624,677807,SNORA22|ACA22|SNORA22A
25625,677808,SNORA23|ACA23
25626,677809,SNORA24|ACA24|SNORA24A
25627,677810,SNORA26|HBI-6
25628,677811,SNORA28|ACA28
25629,677812,SNORA29|ACA29
25630,677813,SNORA30|ACA30|SNORA30A
25631,677814,SNORA31|ACA31|SNORA31A
25632,677815,SNORA2C|SNORA34|ACA34
25633,677816,SNORA35|HBI-36|SNORA35A
25634,677817,SNORA36A|ACA36
25635,677818,SNORA36B|ACA36b
25636,677819,SNORA37|ACA37
25637,677820,SNORA38|ACA38
25638,677821,SNORA71E|SNORA39|ACA39
25639,677822,SNORA40|ACA40|SNORA40A
25640,677823,SNORA80E|SNORA42|ACA42
25641,677824,SNORA17B|SNORA43|ACA43
25642,677825,SNORA44|ACA44
25643,677826,SNORA3B|SNORA45|SNORA45B|ACA3-2
25644,677827,SNORA46|ACA46
25645,677828,SNORA47|HBI-115
25646,677829,SNORA49|ACA49
25647,677830,SNORA50A|SNORA50|SNORA76A|ACA50
25648,677831,SNORA51|ACA51
25649,677832,SNORA53|ACA53
25650,677833,SNORA54|ACA54
25651,677834,SNORA55|ACA55
25652,677835,SNORA56|ACA56
25653,677836,SNORA58|ACA58|SNORA58B
25654,677837,SNORA60|ACA60
25655,677838,SNORA61|ACA61
25656,677839,SNORA71C|U71c
25657,677840,SNORA71D|U71d
25658,677841,SNORA74B|U19-2
25659,677842,SNORA50C|SNORA76|SNORA76C|ACA62
25660,677843,SNORA77|ACA63|SNORA77A
25661,677844,SNORA78|ACA64
25662,677845,SNORA79|ACA65|SNORA79A
25663,677846,SNORA80A|SNORA80|ACA67
25664,677847,SNORA81|HBI-61
25665,677848,SNORD1A|R38A|snR38A
25666,677849,SNORD1B|R38B|snR38B
25667,677850,SNORD1C|R38C|snR38C
25668,677880,THEM4P1
25669,677882,SNORA59B|ACA59
25670,677883,CHTF8P1|CHTF8P
25671,677885,SNORA59A|ACA59
25672,678655,CD27-AS1
25673,684959,SNORA25|ACA25|SNORA25A
25674,692053,SNORD9|mgU6-53B
25675,692057,SNORD12|MIR1259|MIRN1259|HBII-99|hsa-mir-1259
25676,692058,SNORD11|HBII-95
25677,692063,SNORA32|ACA32
25678,692072,SNORD5|mgh28S-2410
25679,692073,SNORA16A|ACA16
25680,692075,SNORD6|mgh28S-2412
25681,692076,SNORD7|Z30|mgU6-47
25682,692084,SNORD13|U13|RNU13|SNORD13A
25683,692085,SNORD45C|U45C
25684,692086,SNORD17|HBI-43
25685,692087,SNORD49B|U49B
25686,692088,SNORD50B|U50B
25687,692089,SNORD19|HBII-108
25688,692090,SNORD59B|U59B
25689,692091,SNORD23|HBII-115
25690,692092,SNORD32B|U32B
25691,692093,SNORD62B|U62|U62B
25692,692094,MSMP|PC-3|PSMP
25693,692099,FAM86DP|FAM86D
25694,692106,SNORD65|HBII-135|SNORD65A
25695,692107,SNORD66|HBII-142
25696,692108,SNORD67|HBII-166
25697,692109,SNORD69|HBII-210
25698,692110,SNORD70|HBII-234|SNORD70A
25699,692111,SNORD71|MIRN768|HBII-239|hsa-mir-768
25700,692146,RPS26P4
25701,692147,HMGB1P8|HMG1L8|HMGB1L8
25702,692148,SCARNA10|U85
25703,692149,SCARNA14|U100
25704,692157,SNORA16B|U98b
25705,692158,SNORA57|U99
25706,692159,TAMALIN-AS1|GRASPOS|GRASP-AS1
25707,692195,SNORD75|U75
25708,692196,SNORD76|U76
25709,692197,SNORD77|U77|SNORD77A
25710,692198,SNORD78|U78
25711,692199,SNORD84|U84
25712,692200,SNORD103C|SNORD85|HBII-251
25713,692201,SNORD86|U86
25714,692202,SNORD88A|HBII-180A
25715,692203,SNORD88B|HBII-180B
25716,692204,SNORD88C|HBII-180C
25717,692205,SNORD89|HBII-289
25718,692206,SNORD90|HBII-295
25719,692207,SNORD91A|HBII-296a
25720,692208,SNORD91B|HBII-296b
25721,692209,SNORD92|HBII-316
25722,692210,SNORD93|HBII-336
25723,692211,SNORD98|HBII-419
25724,692212,SNORD99|HBII-420
25725,692213,SNORD110|HBII-55
25726,692214,SNORD111|HBII-82
25727,692215,SNORD112|14q(0)
25728,692223,SNORD97|U97
25729,692225,SNORD94|U94
25730,692226,SNORD96B|U96b
25731,692227,SNORD104|U104
25732,692229,SNORD105|U105
25733,692231,RHEBP3
25734,692233,SNORD117|U83
25735,692234,SNORD103A|U103
25736,692235,SNORD103B|U103B
25737,692236,SNORD116@|PWCR1|HBII-85|PET1
25738,692247,LMNTD2-AS1
25739,692312,PPAN-P2RY11
25740,693120,MIR33B|MIRN33B|hsa-mir-33b
25741,693121,MIR411|MIRN411|hsa-mir-411
25742,693122,MIR421|MIRN421|hsa-mir-421
25743,693123,MIR449B|MIRN449B|hsa-mir-449b
25744,693124,MIR532|MIRN532|hsa-mir-532
25745,693125,MIR548A1|MIRN548A1|hsa-mir-548a-1
25746,693126,MIR548A2|MIRN548A2|hsa-mir-548a-2
25747,693127,MIR548A3|MIRN548A3|hsa-mir-548a-3
25748,693128,MIR548B|MIRN548B|hsa-mir-548b
25749,693129,MIR548C|MIRN548C|hsa-mir-548c
25750,693130,MIR548D1|MIRN548D1|hsa-mir-548d-1
25751,693131,MIR548D2|MIRN548D2|hsa-mir-548d-2
25752,693132,MIR549A|MIRN549|MIR549|hsa-mir-549
25753,693133,MIR550A1|MIRN550-1|MIR550-1|hsa-mir-550-1
25754,693134,MIR550A2|MIRN550-2|MIR550-2|hsa-mir-550-2|hsa-mir-550a-2
25755,693135,MIR551A|MIRN551A|hsa-mir-551a
25756,693136,MIR551B|MIRN551B|hsa-mir-551b
25757,693137,MIR552|MIRN552|hsa-mir-552
25758,693138,MIR553|MIRN553|hsa-mir-553
25759,693139,MIR554|MIRN554|hsa-mir-554
25760,693140,MIR555|MIRN555|hsa-mir-555
25761,693141,MIR556|MIRN556|hsa-mir-556
25762,693142,MIR557|MIRN557|hsa-mir-557
25763,693143,MIR558|MIRN558|hsa-mir-558
25764,693144,MIR559|MIRN559|hsa-mir-559
25765,693146,MIR561|MIRN561|hsa-mir-561
25766,693147,MIR562|MIRN562|hsa-mir-562
25767,693148,MIR563|MIRN563|hsa-mir-563
25768,693149,MIR564|MIRN564|hsa-mir-564
25769,693152,MIR567|MIRN567|hsa-mir-567
25770,693153,MIR568|MIRN568|hsa-mir-568
25771,693154,MIR569|MIRN569|hsa-mir-569
25772,693155,MIR570|MIRN570|hsa-mir-570
25773,693156,MIR571|MIRN571|hsa-mir-571
25774,693157,MIR572|MIRN572|hsa-mir-572
25775,693158,MIR573|MIRN573|hsa-mir-573
25776,693159,MIR574|MIRN574|hsa-mir-574
25777,693160,MIR575|MIRN575|hsa-mir-575
25778,693161,MIR576|MIRN576|hsa-mir-576
25779,693162,MIR577|MIRN577|hsa-mir-577
25780,693163,MIR578|MIRN578|hsa-mir-578
25781,693164,MIR579|MIRN579|hsa-mir-579
25782,693165,MIR580|MIRN580|hsa-mir-580
25783,693166,MIR581|MIRN581|hsa-mir-581
25784,693167,MIR582|MIRN582|hsa-mir-582
25785,693168,MIR583|MIRN583|hsa-mir-583
25786,693169,MIR584|MIRN584|hsa-mir-584
25787,693170,MIR585|MIRN585|hsa-mir-585
25788,693171,MIR586|MIRN586|hsa-mir-586
25789,693172,MIR587|MIRN587|hsa-mir-587
25790,693173,MIR588|MIRN588|hsa-mir-588
25791,693174,MIR589|MIRN589|hsa-mir-589
25792,693175,MIR590|MIRN590|hsa-mir-590
25793,693176,MIR591|MIRN591|hsa-mir-591
25794,693177,MIR592|MIRN592|hsa-mir-592
25795,693178,MIR593|MIRN593|hsa-mir-593
25796,693180,MIR595|MIRN595|hsa-mir-595
25797,693181,MIR596|MIRN596|hsa-mir-596
25798,693182,MIR597|MIRN597|hsa-mir-597
25799,693183,MIR598|MIRN598|hsa-mir-598
25800,693184,MIR599|MIRN599|hsa-mir-599
25801,693185,MIR600|MIRN600|hsa-mir-600
25802,693186,MIR601|MIRN601|hsa-mir-601
25803,693187,MIR602|MIRN602|hsa-mir-602
25804,693188,MIR603|MIRN603|hsa-mir-603
25805,693189,MIR604|MIRN604|hsa-mir-604
25806,693190,MIR605|MIRN605|hsa-mir-605
25807,693191,MIR606|MIRN606|hsa-mir-606
25808,693192,MIR607|MIRN607|hsa-mir-607
25809,693193,MIR608|MIRN608|hsa-mir-608
25810,693194,MIR609|MIRN609|hsa-mir-609
25811,693195,MIR610|MIRN610|hsa-mir-610
25812,693196,MIR611|MIRN611|hsa-mir-611
25813,693197,MIR612|MIRN612|hsa-mir-612
25814,693198,MIR613|MIRN613|hsa-mir-613
25815,693199,MIR614|MIRN614|hsa-mir-614
25816,693200,MIR615|MIRN615|hsa-mir-615
25817,693201,MIR616|MIRN616|hsa-mir-616
25818,693202,MIR617|MIRN617|hsa-mir-617
25819,693203,MIR618|MIRN618|hsa-mir-618
25820,693204,MIR619|MIRN619|hsa-mir-619
25821,693205,MIR620|MIRN620|hsa-mir-620
25822,693206,MIR621|MIRN621|hsa-mir-621
25823,693207,MIR622|MIRN622|hsa-mir-622
25824,693208,MIR623|MIRN623|hsa-mir-623
25825,693209,MIR624|MIRN624|hsa-mir-624
25826,693210,MIR625|MIRN625|hsa-mir-625
25827,693211,MIR626|MIRN626|hsa-mir-626
25828,693212,MIR627|MIRN627|hsa-mir-627
25829,693213,MIR628|MIRN628|hsa-mir-628
25830,693214,MIR629|MIRN629|hsa-mir-629
25831,693215,MIR630|MIRN630|hsa-mir-630
25832,693216,MIR631|MIRN631|hsa-mir-631
25833,693217,MIR632|MIRN632|hsa-mir-632
25834,693218,MIR633|MIRN633|hsa-mir-633
25835,693219,MIR634|MIRN634|hsa-mir-634
25836,693220,MIR635|MIRN635|hsa-mir-635
25837,693221,MIR636|MIRN636|hsa-mir-636
25838,693222,MIR637|MIRN637|hsa-mir-637
25839,693223,MIR638|MIRN638|hsa-mir-638
25840,693224,MIR639|MIRN639|hsa-mir-639
25841,693225,MIR640|MIRN640|hsa-mir-640
25842,693226,MIR641|MIRN641|hsa-mir-641
25843,693227,MIR642A|MIRN642|MIR642|hsa-mir-642
25844,693228,MIR643|MIRN643|hsa-mir-643
25845,693229,MIR644A|MIRN644|MIR644|hsa-mir-644
25846,693230,MIR645|MIRN645|hsa-mir-645
25847,693231,MIR646|MIRN646|hsa-mir-646
25848,693232,MIR647|MIRN647|hsa-mir-647
25849,693233,MIR648|MIRN648|hsa-mir-648
25850,693234,MIR649|MIRN649|hsa-mir-649
25851,693235,MIR92B|MIRN92B|hsa-mir-92b
25852,723778,MIR650|MIRN650|hsa-mir-650
25853,723779,MIR651|MIRN651|hsa-mir-651
25854,723790,H2AC19|HIST2H2AA4|H2A/r
25855,723809,LHFPL3-AS2
25856,723961,INS-IGF2
25857,723972,ANP32AP1
25858,724022,MIR652|MIRN652|hsa-mir-652
25859,724023,MIR653|MIRN653|hsa-mir-653
25860,724024,MIR654|MIRN654|hsa-mir-654
25861,724025,MIR655|MIRN655|hsa-mir-655
25862,724026,MIR656|MIRN656|hsa-mir-656
25863,724027,MIR657|MIRN657|hsa-mir-657
25864,724028,MIR658|MIRN658|hsa-mir-658
25865,724029,MIR659|MIRN659|hsa-mir-659
25866,724030,MIR660|MIRN660|hsa-mir-660
25867,724031,MIR661|MIRN661|hsa-mir-661
25868,724032,MIR662|MIRN662|hsa-mir-662
25869,724033,MIR663A|MIRN663|MIR663|hsa-mir-663|miR-663a
25870,724034,CEND1P2
25871,724038,BDP1P
25872,724059,TMEM97P2
25873,724066,ATXN8
25874,724067,DEFA7P|DEFA7
25875,724068,DEFA11P|DEFAP3
25876,724087,LINC01545|CXorf31|OTTHUMG00000021429
25877,724094,FAM27D1|OTTHUMG00000013267
25878,724101,SS18L2P2
25879,724102,SNHG4|U19H|NCRNA00059
25880,727676,SNORD118|U8
25881,727677,CASC8|LINC00860|CARLo-1
25882,727682,TAB3-AS1|CXorf29|OTTHUMG00000021331
25883,727684,C1orf195
25884,727686,SNURFL|CXorf19
25885,727699,LINC00163|C21orf134|NCRNA00163|NLC1-A|NLC1A
25886,727701,LINC00165|C21orf135|NCRNA00165|NLC1-B
25887,727703,IGFL1P1|IGFL-5P
25888,727704,IGFL1P2|IGFL-6P
25889,727708,SNORD116-19|HBII-85-19
25890,727713,METAP2P1
25891,727736,SH3GL1P3|SH3GLP3|CNSA-P3
25892,727747,RPL22P12
25893,727758,ROCK1P1
25894,727764,MAFIP|FLJ35473|FLJ00219|FLJ39633|MIP|pp5644|TEKT4P4
25895,727768,TEKT4P1
25896,727789,RWDD1P3|RWDD1L1
25897,727792,RPL31P31
25898,727795,HMGN2P5|HMGN2L5
25899,727800,RNF208|DKFZP761H1710
25900,727805,POM121L14P
25901,727810,RPL21P17
25902,727821,RPL21P45
25903,727826,RPS11P5
25904,727828,TRIM64DP
25905,727830,SPATA31A3|FAM75A3|OTTHUMG00000013164|DKFZp434B204
25906,727831,RPL13AP8
25907,727832,GOLGA6L6|FLJ36131
25908,727833,IMPDH1P11|IMPDHL1
25909,727835,RPL9P16
25910,727837,SSX2B|CT5.2b
25911,727842,RBBP4P4
25912,727851,RGPD8|RANBP2L1|RanBP2alpha
25913,727856,DDX11L16
25914,727857,BHLHA9|BHLHF42
25915,727859,C4BPAP1|C4BPAL1
25916,727865,RPL9P32
25917,727866,FAM156B|TMEM29B
25918,727874,WBP11P3
25919,727879,C1DP4
25920,727896,CHORDC1P4
25921,727897,MUC5B|MUC5|MG1
25922,727905,SPATA31A5|FAM75A5|OTTHUMG00000013204
25923,727909,GOLGA8Q
25924,727910,TLCD2
25925,727914,BMS1P16
25926,727915,AGBL1-AS1
25927,727919,NDUFAF2P1
25928,727924,LINC02203
25929,727930,CSPG4BP
25930,727936,GXYLT2|GLT8D4
25931,727940,RHOXF2B
25932,727941,SLC25A24P1
25933,727944,LINC01874
25934,727951,RPS3AP16
25935,727956,SDHAP2|SDHAL2|SDHALP2
25936,727957,MROH1|HEATR7A|KIAA1833
25937,727964,C2orf69P1
25938,727969,TSPY16P
25939,727970,RPS3AP43
25940,727982,LINC01249
25941,727984,RPL17P22
25942,727987,FAM207CP
25943,727991,SLC35E1P1
25944,727993,PDYN-AS1
25945,727997,RPS12P9
25946,728002,RPL15P17
25947,728005,AGAP13P|CTGLF9P|bA548K23.1
25948,728010,RPL35P3
25949,728012,MCHR2-AS1
25950,728015,RPS7P15
25951,728019,HNRNPA1P67
25952,728022,DUX4L14
25953,728023,H2AZP3|H2AFZP3
25954,728026,PTMAP12
25955,728034,BMS1P14
25956,728036,CT47A10|CT47.10
25957,728039,SSR4P1|C21orf122|PRED90|MGC10960|PRED57
25958,728040,LINC02499
25959,728042,CT47A9|CT47.9
25960,728045,PPBPP1|PPBPL1|TGB2
25961,728047,GOLGA8O
25962,728048,IFITM3P1
25963,728049,CT47A8|CT47.8
25964,728056,IQSEC3P3
25965,728062,CT47A6|CT47.6
25966,728064,CUBNP1
25967,728066,FAM133DP
25968,728072,CT47A5|CT47.5
25969,728075,CT47A4|CT47.4
25970,728081,LINC00290|NCRNA00290
25971,728082,CT47A3|CT47.3
25972,728084,LINC02458
25973,728088,RPL15P18
25974,728090,CT47A2|CT47.2
25975,728095,SLIT3-AS1
25976,728096,CT47A1|CT47.1
25977,728097,FAM8A2P
25978,728106,RPL23AP50
25979,728111,HMGN1P31
25980,728113,ANXA8L1|ANXA8L2|bA301J7.3|bA145E20.2
25981,728115,SINHCAFP2|FAM60CP
25982,728116,ZBTB8B|RP1-27O5.1|DKFZp547H154|ZNF916B
25983,728118,NUTM2A|FAM22A
25984,728121,CSPG4P12
25985,728126,RPSAP30
25986,728128,RPL7AP26
25987,728130,NUTM2D|FAM22D
25988,728132,TSPY9P|TSPY9
25989,728134,RPL23AP18
25990,728137,TSPY3|CT78
25991,728139,RPL7AP70
25992,728143,CHCHD4P4
25993,728157,ANKRD20A6P
25994,728162,ST13P11
25995,728167,KRT8P31
25996,728169,DUX4L16|DUXY1
25997,728170,HNRNPA1P50
25998,728175,LINC02363
25999,728179,RPL7AP36
26000,728190,NUTM2A-AS1|FAM22A-AS1
26001,728192,LINC00460
26002,728194,RSPH10B2
26003,728195,FGF7P4
26004,728202,RPL36AP7
26005,728207,RPL23AP75
26006,728215,FAM155A
26007,728218,FAM245A|LINC00864
26008,728224,KRTAP4-8|KAP4.8
26009,728226,GGTLC3
26010,728228,LINC01433|LOC728228
26011,728229,TMEM191B
26012,728231,UBTFL5
26013,728233,PI4KAP1
26014,728234,HMGN2P16|HMGN2L|Em:AL513423.2
26015,728239,MAGED4|MAGE1|MGC3210|KIAA1859|MAGE-E1
26016,728244,RPS12P29
26017,728248,ABCB10P3
26018,728255,KRTAP1-4|KAP1.4
26019,728262,FAM157A|GTF2IP18
26020,728263,ALG1L7P
26021,728264,CARMN|MIR143HG|CARMEN
26022,728269,MAGEA9B
26023,728276,CLEC19A
26024,728279,KRTAP2-2|KAP2.2
26025,728290,LINC02027|LOC728290
26026,728294,D2HGDH|MGC25181|D2HGD|FLJ42195
26027,728299,KRTAP19-8
26028,728300,KRT18P5
26029,728310,GOLGA6L7|GOLGA6L7P
26030,728311,RPL26P24
26031,728315,RPL7AP31
26032,728323,LINC01881
26033,728324,CHCHD2P2
26034,728325,HMGN1P21
26035,728327,LINC02667
26036,728333,NCOA4P2
26037,728340,GTF2H2C
26038,728342,LINC00992
26039,728343,NXF2B|bA353J17.1
26040,728344,GLRX3P2
26041,728350,EIF2S2P4
26042,728358,DEFA1B
26043,728361,OVOL3|HOVO3
26044,728365,RPL6P16
26045,728366,BCLAF1P1
26046,728369,USP17L24
26047,728373,USP17L25
26048,728374,RPL9P21
26049,728377,ARHGEF34P
26050,728378,POTEF|A26C1B|POTEACTIN|POTE2alpha
26051,728379,USP17L26
26052,728380,RPL7P26
26053,728381,NRBF2P4
26054,728386,USP17L5
26055,728388,DNM1P30|DNM1DN3@|DNM1DN4@|DNM1DN3-4|DNM1DN4-3
26056,728393,USP17L27
26057,728395,TSPY4
26058,728400,USP17L28
26059,728402,TPI1P3
26060,728403,TSPY8
26061,728405,USP17L29
26062,728407,PARGP1
26063,728409,LINC01548|C21orf54
26064,728410,DUX4L2
26065,728411,GUSBP1
26066,728418,POM121L7P|POM121L7
26067,728419,USP17L30
26068,728428,RPS15P1
26069,728430,FAM90A20P|FAM90A20
26070,728431,LINC01137|LOC728431
26071,728432,ICE2P2|NARG2P2
26072,728433,FGF7P7
26073,728434,LINC02871|C20orf187|dJ727I10.1
26074,728441,GGT2|GGT
26075,728447,TEX28P1|pTEX
26076,728448,PPIEL|PPIEP1
26077,728450,LINC00687|C20orf61|dJ1012F16.1
26078,728453,RPS28P6
26079,728458,OPN1MW2
26080,728463,TGFB2-AS1|NR_046268
26081,728464,METTL24|C6orf186|dJ71D21.2
26082,728467,SNX5P2
26083,728468,BCRP6
26084,728477,GOLGA2P8
26085,728481,RPL23AP21
26086,728484,RPL23AP61
26087,728486,RPL7AP64
26088,728489,DNLZ|C9orf151|RP11-413M3.2|ZIM17|bA413M3.2|TIMM15|HEP
26089,728492,SERF1B|FAM2B|H4F5C
26090,728493,DPPA3P1
26091,728495,FAM74A3|OTTHUMG00000067149
26092,728498,GOLGA8H|GOLGA6L11
26093,728501,RPL21P75
26094,728505,WDR82P1|WDR82|SW2|hCG26824|WDR82B
26095,728509,RPS19P7
26096,728513,PNMA6B|PNMA6D
26097,728517,RPL23AP24
26098,728519,NAIPP2|BIRC|NAIP1B
26099,728523,RPL9P17
26100,728524,SPDYE8|SPDYE8P
26101,728532,DYNC1I2P1
26102,728535,NAIPP1
26103,728537,C2orf92|LINC01125
26104,728538,RPL23AP77
26105,728549,CHP1P1
26106,728553,RPS8P8
26107,728556,MEMO1P1|MEMO1P|C21orf19
26108,728558,ENTPD1-AS1
26109,728562,RPSAP45
26110,728564,GMPSP1
26111,728567,RPL23AP48
26112,728568,C12orf73|FLJ13975|DKFZp547P055|BRAWNIN
26113,728572,RPL32P11
26114,728576,RPL15P7
26115,728577,CNTNAP3B
26116,728586,CCDC192|LINC01183
26117,728588,MS4A18
26118,728589,NAP1L4P1
26119,728590,RPS27AP11
26120,728591,CCDC169|C13orf38|RP11-251J8.1|LOC728591
26121,728597,DCDC2C
26122,728599,CIAPIN1P|HsT2384
26123,728602,OAZ1P1
26124,728606,PCAT18|LINC01092
26125,728609,SDHAP3|SDHAL|SDHACL
26126,728611,BMS1P10
26127,728614,DNAJA1P4
26128,728615,CICP13
26129,728619,ASB9P1
26130,728620,RPL7P22
26131,728621,CCDC30|FLJ20972|PFD6L|LOC728621
26132,728622,SKP1P2|SKP1B|p19B
26133,728629,TPI1P4
26134,728632,HMGN2P3|HMGN2L3
26135,728633,GTF2F2P2
26136,728635,DHRS4L1|SDR25C4
26137,728637,MEIKIN
26138,728638,KRT8P3
26139,728640,FAM133CP
26140,728641,FABP5P7|FABP5L7
26141,728642,CDK11A|CDC2L3|CDC2L2|PITSLRE|CDK11-p110|CDK11-p58|CDK11-p46|p58GTA
26142,728643,HNRNPA1P33
26143,728655,HULC|NCRNA00078|LINC00078|HCCAT1
26144,728656,DMRTC1B
26145,728657,DUSP8P2|DUSP8P4
26146,728658,RPL13AP5|bA196N24.2
26147,728661,SLC35E2B
26148,728664,API5P2
26149,728666,PRELID1P1
26150,728675,SMCO4P1
26151,728689,EIF3CL
26152,728693,RPL21P105
26153,728695,SPANXB1|SPANXB2|SPANXF1|SPANXF2|CT11.2
26154,728698,EIF4A1P4
26155,728700,RPS3AP19
26156,728706,SUGT1P2
26157,728710,FAM177A1P1|FAM177A2
26158,728712,SPANXA2|SPANX
26159,728716,LINC01346
26160,728723,ZBED3-AS1
26161,728724,LINC00977
26162,728729,FABP5P8|FABP5L8
26163,728730,MAP4K3-DT
26164,728732,HNRNPA1P53
26165,728734,NPIPB8
26166,728737,TATDN1P1
26167,728741,NPIPB6
26168,728746,FAM90A17P|FAM90A17
26169,728747,ANKRD20A4P|ANKRD20A4|OTTHUMG00000066855
26170,728748,THAP12P1|PRKRIRP1
26171,728753,FAM90A19P|FAM90A19
26172,728758,PIN4P1
26173,728763,CROCC2
26174,728769,SCAMP1-AS1
26175,728770,DNM1P5|DNM1DN5|DNM1DN5@
26176,728773,PABPC1P2|PABPCP4|PABPCP2|PABP2|PABP4
26177,728774,RPS15AP25
26178,728776,HMGN1P37
26179,728780,ANKDD1B
26180,728782,RPL21P134
26181,728788,ANKRD20A20P|CCDC29
26182,728791,RPS10P4|bcm1851
26183,728798,FRMPD2B|PDZK5A|PDZD5A|FRMPD2L1|FRMPD2P2|PDZK5B|PDZD5B|FRMPD2L2|FRMPD2P1|yX59F3.2|bA556L1.2
26184,728806,NSFP1|NSFP
26185,728815,CRLF3P1
26186,728819,C1GALT1C1L
26187,728820,RPL29P15
26188,728823,RPS26P53
26189,728833,FAM72D
26190,728841,NBPF8|NBPF8P
26191,728843,RPL7P20
26192,728851,HMGN1P36
26193,728855,LINC00623
26194,728858,C12orf71|LOC728858
26195,728873,PTMAP8
26196,728882,FAM182B
26197,728887,CCNB1IP1P1
26198,728888,NPIPB11
26199,728911,CT45A2|CT45-2|CT45.2
26200,728913,RCN1P2
26201,728917,ABHD17AP1|FAM108A2|ABHD17AP2|FAM108A3|FAM108A11P|FAM108A3P|C1orf47
26202,728920,PDE4DIPP1
26203,728921,HAUS1P1
26204,728927,ZNF736
26205,728929,ELOA3B|TCEB3CL|HsT828
26206,728931,AMD1P3
26207,728933,RPL23AP60
26208,728937,RPS26P25
26209,728938,SUB1P1
26210,728945,PPIAL4F
26211,728947,ZNF680P1
26212,728953,RPS19P3
26213,728957,ZNF705D
26214,728962,RPL7P56
26215,728963,RPS15AP10
26216,728970,PPP1R2P4
26217,728971,RPS27AP7
26218,728978,UNC5B-AS1|UASR1
26219,728979,RPL10AP9
26220,728990,SLC9A3P3
26221,728992,RPL7AP11
26222,728996,METTL8P1
26223,729004,RPL9P2
26224,729009,FTH1P20|FTHL20
26225,729012,SKA2P1|FAM33B|SKA2L|Em:AC006313.1
26226,729013,ZBED5-AS1
26227,729020,RPEL1
26228,729023,NUTM2HP|FAM22HP
26229,729025,SLC15A5
26230,729032,RPL36P20
26231,729041,FAAHP1|LINC00505|FAAH-OUT
26232,729042,RPL29P3
26233,729046,RPL17P50
26234,729050,KRT18P29
26235,729056,JCADP1
26236,729057,TOMM40P2
26237,729059,TEX46|C1orf234
26238,729073,CIBAR1P1|FAM92A2|FAM92A1P1
