#host-protein-ID,NCBI-gene-ID,host-protein
24749,644616,ILF2P2
24750,644619,INTS4P2|INTS4L2|MGC133166
24751,644623,TPTE2P2
24752,644625,FUNDC2P3
24753,644627,RPL21P107
24754,644632,BMS1P11
24755,644637,NF1P6|NF1L6|Em:AP000532.C22.1
24756,644649,APOOP5
24757,644651,HMGB1P25
24758,644659,HMGB1P22
24759,644660,RAD21-AS1|C8orf81|NCRNA00255
24760,644672,CLDN25
24761,644684,BMS1P12
24762,644694,CDRT15P2|CDRT15L1
24763,644714,LIMD1-AS1
24764,644716,BMS1P13
24765,644717,SAGE2P
24766,644731,IGKV1OR-3|IGKVPZ3|IGKV1/OR-3
24767,644739,WASF4P|WASF4
24768,644743,KRT8P47
24769,644745,HSPD1P4|HSPD1-5P
24770,644754,BOLA3P3
24771,644758,PABPC1P13
24772,644759,TMPRSS11GP
24773,644761,PIGHP1
24774,644762,MFFP2
24775,644768,SLC9B1P4
24776,644773,ACTR3BP6
24777,644776,RAD52P1
24778,644777,MEP1AP2|MEP1AL2
24779,644790,RPS15AP11
24780,644794,LINC02604|lncHERG
24781,644809,C15orf56|FLJ38596
24782,644815,FAM83G|FLJ41564|PAWS1
24783,644820,EEF1B2P3|EEF1B4
24784,644834,RPL36AP36
24785,644838,LINC01829
24786,644844,PHGR1
24787,644850,PDCL3P5
24788,644861,NBPF13P
24789,644862,RPS28P3
24790,644871,TRAF6P1
24791,644873,LINC01184|FLJ33630
24792,644877,CACYBPP2
24793,644881,RARRES2P4
24794,644890,MEIG1|bA2K17.3|SPATA39
24795,644896,RPL7P7
24796,644899,TERF2IPP1
24797,644903,GCC2-AS1
24798,644907,RPL32P18
24799,644911,RPL10P5
24800,644914,H3P16|H3F3AP6|p21
24801,644915,METTL15P2
24802,644919,LINC02315
24803,644924,GOT2P6
24804,644928,RPS26P15
24805,644934,RPS26P50
24806,644935,ELF2P4
24807,644937,RPL10P8
24808,644943,RASSF10
24809,644945,KRT16P3|KERSMCR|MGC102966
24810,644961,ACTG1P20
24811,644962,TNRC18P1
24812,644972,RPS3AP26
24813,644974,ALG1L2
24814,644988,ABHD17AP6|FAM108A7P
24815,644990,THRB-AS1
24816,644994,SMIM23|C5orf50|LOC644994
24817,644996,RPL32P22
24818,644997,PIK3CD-AS1|C1orf200
24819,644998,KRT8P19
24820,645000,RPS3P6
24821,645001,HNRNPA1P52
24822,645015,ALG1L8P
24823,645018,RPS2P20
24824,645024,GAPDHP59|GAPDL3|GAPDHL3
24825,645027,EVPLL
24826,645030,NFIA-AS1|RP5-833A20.1
24827,645037,GAGE2B
24828,645051,GAGE13|GAGE12A|OTTHUMG00000024138
24829,645054,RPL6P4
24830,645065,RPEP2
24831,645073,GAGE12G|OTTHUMG00000024148
24832,645078,COL25A1-DT|ZCCHC23|FLJ45231
24833,645084,DBF4P1
24834,645094,MYL12BP1
24835,645104,CLRN2
24836,645108,NACAP5
24837,645120,AIFM1P1
24838,645121,CCNI2|FLJ16793
24839,645126,PFN1P6|PFN1P7
24840,645129,ZBTB45P1
24841,645136,MYCLP2
24842,645142,PPIAL4D
24843,645145,ZBED1P1
24844,645157,RPL21P61
24845,645158,CBX3P2
24846,645160,RPL5P30
24847,645161,RPL12P8|bA57G10.3
24848,645166,LSP1P5
24849,645173,RPS2P48
24850,645174,RPL21P46
24851,645175,MEMO1P2
24852,645180,FAM214BP1
24853,645191,LINGO3|LRRN6B|LERN2
24854,645201,HMGB1P26
24855,645203,TMEM14DP|TMEM14D|bA524O24.3
24856,645204,HNRNPMP1
24857,645206,LINC00693
24858,645207,EIF4E2P2
24859,645212,EIF3J-DT|EIF3J-AS1
24860,645220,ADIPOR1P1
24861,645224,RPL29P17
24862,645233,TDGP1
24863,645249,MNX1-AS1|CCAT5|LOC645249|MAYA
24864,645251,CBX1P1
24865,645256,GAPDHP66|GAPDL11|GAPDHL11
24866,645257,RPL7AP37
24867,645264,OSTCP4
24868,645269,TMEM256P1
24869,645280,SMPD4P1
24870,645292,HMGB1P6|HMG1L6|HMGB1L6
24871,645296,RPL17P39
24872,645297,MRGPRX12P
24873,645299,RPS10P24
24874,645311,EEF1GP7
24875,645312,GLTPP1
24876,645313,SCDP1|SCDP
24877,645314,DNAJC17P1
24878,645317,CHCHD2P6
24879,645318,PHB2P1
24880,645319,MRGPRX13P
24881,645321,LINC01896
24882,645323,LINC00461|EyeLinc1|Visc-1a|Visc-1b|Visc-2|LOC645323|ECONEXIN
24883,645326,RPSAP11|LAMRL1|LAMR1P11|LAMR|LAMRP1
24884,645328,MRPL40P1
24885,645332,FAM86C2P
24886,645339,SNRPD2P2
24887,645345,CHCHD2P9|C9orf49|CHCHD9
24888,645348,TUBA3GP
24889,645354,PRAMEF36P
24890,645355,MIR3976HG|LINC01469
24891,645359,PRAMEF26
24892,645360,HMGB3P5
24893,645367,GGT8P|GGT1P1|FLJ31276
24894,645368,EIF3KP3
24895,645369,TMEM200C|TTMA
24896,645373,RPL21P76
24897,645381,TLE1P1
24898,645382,PRAMEF33|PRAMEF33P
24899,645387,RPL6P27
24900,645398,NIFKP2|MKI67IPP2
24901,645402,USP17L4
24902,645412,RPS16P9
24903,645414,PRAMEF19|OTTHUMG00000007919
24904,645415,MRGPRX11P
24905,645422,RPL10P12
24906,645423,SLC25A51P2|MCART4P
24907,645425,PRAMEF20|PRAMEF21|OTTHUMG00000007911|OTTHUMT00000008157
24908,645426,TMEM191C
24909,645431,FUT8-AS1
24910,645432,ARRDC5
24911,645434,LINC01625|TCONS_00011139
24912,645436,HNRNPA1P63
24913,645440,ATP5PBP6|ATP5F1P6
24914,645441,RPL17P6
24915,645443,ATP5F1AP3|ATP5AP3|ATP5A1P3
24916,645452,RPL21P68
24917,645453,RLIMP3
24918,645455,CEP170P1|KIAA0470L|CEP170L|MGC26143|FAM68B
24919,645474,S100A11P3
24920,645486,AHCYP7
24921,645506,GYG1P3
24922,645520,FAM138A|F379
24923,645528,FAM238A|C10orf50|NCRNA00264|LINC00264|bA128B16.2
24924,645529,ACRP1
24925,645538,GOT2P1|GOT2L1
24926,645545,IGBP1P2
24927,645548,HSPD1P6|HSPDP6|HSPD1-6P
24928,645553,IGFL2-AS1
24929,645558,FAM90A22P|FAM90A22
24930,645560,ATP5F1CP1|ATP5CL2|ATP5C2|ATP5C1P1
24931,645571,PRADC1P1
24932,645572,FAM90A23P|FAM90A23
24933,645573,RPS4XP19|RPS4P19
24934,645579,EIF4BP6
24935,645591,LHFPL3-AS1
24936,645598,WIZP1
24937,645619,AK4P3|AK3L2|AK3L2P
24938,645630,RPS13P8
24939,645638,WFDC21P|LOC645638|lnc-DC|LNCDC
24940,645641,MESTP3
24941,645646,FAM32CP|FAM32C
24942,645651,FAM90A14P|FAM90A14
24943,645652,MT1XP1|MTL1
24944,645654,RPL31P48
24945,645656,RPSAP56
24946,645668,TUFMP1|TUFML
24947,645676,ASH1L-AS1
24948,645680,KPNA2P2
24949,645682,POU5F1P4|POU5FLC1|Oct4-pg4
24950,645683,RPL13AP3
24951,645686,GTF2IP3
24952,645687,LINC00520|C14orf34
24953,645688,RPL12P38
24954,645691,HNRNPA1P35
24955,645693,EEF1A1P22
24956,645694,HTR5BP|GPR134|HTR5B|5-HT5B
24957,645700,ZNF890P
24958,645713,RPS10P23
24959,645715,EEF1A1P24
24960,645740,NOS2P1|NOS2C
24961,645744,TAF5LP1|TAF5LP|HsT33855
24962,645745,MT1HL1|MT1P2
24963,645754,LGALS9DP
24964,645771,PARP4P2
24965,645773,TUBAP10
24966,645784,ANKRD36BP2
24967,645798,RPL3P3
24968,645805,DAZAP2P1
24969,645807,RPL5P10
24970,645808,HSPD1P2|HSPDP2|HSP60P2|HSPD-9P
24971,645809,RPL23AP56
24972,645811,CCDC154|C16orf29|LOC645811
24973,645832,SEBOX|OG9|OG9X
24974,645834,KRT8P15
24975,645836,USP17L3|USP17B|USP17F
24976,645841,TMEM248P1
24977,645843,TMEM14EP|TMEM14E
24978,645846,RPL7AP58
24979,645857,RPS10P17
24980,645859,CCDC58P1
24981,645862,CHCHD4P1
24982,645864,MAGEB17
24983,645879,FAM90A12P|FAM90A12
24984,645884,RPS7P5
24985,645899,RPS28P4
24986,645900,LAPTM4BP1
24987,645916,RPS11P2
24988,645918,RPS13P7
24989,645922,S100A7L2|s100a7b
24990,645927,MCFD2P1|C6orf44|MCFD2L|dJ153G14.2|NUCB2-L
24991,645930,HMGN2P31
24992,645931,FEN1P1|FENL1
24993,645938,CAPZA1P3
24994,645939,THAP12P8|PRKRIRP8
24995,645940,HNRNPA1P32
24996,645949,LINC01822
24997,645950,HNRNPA1P1|HNRPA1P1|hnRNPA1-Lp|b34I8.2
24998,645954,SVIL2P|SVILP1
24999,645957,RPS3P7
25000,645958,RPS18P9
25001,645960,RPL10P19
25002,645961,SPATA31C2|FAM75C2|DKFZP434M131
25003,645962,RPL23AP20
25004,645968,RPS3AP25
25005,645969,SELENOTP1
25006,645973,ATP5PBP2|ATP5F1P2
25007,645974,PABPC1L2B|RBM32B
25008,645978,ACER2P1
25009,645979,RPS26P31
25010,645980,CFL1P4|CFLL4|CFLP4
25011,645993,RPL31P57
25012,645996,NAP1L6P|NAP1L6|FLJ33596
25013,645998,RPL10AP5
25014,646000,SLC35G4|AMAC1L1|SLC35G4P
25015,646013,RPS17P3|RPS17L2|RPS17B
25016,646016,YWHAZP8
25017,646019,CBY3
25018,646023,ADORA2A-AS1|C22orf45|FLJ34651
25019,646024,RAET1K
25020,646049,HMGN2P20
25021,646050,AIDAP1
25022,646052,SLC20A1P3
25023,646065,PMM2P2
25024,646066,TAF11L5
25025,646070,CICP18
25026,646074,POM121L10P
25027,646077,RPL29P23
25028,646080,RAB11FIP1P1
25029,646083,PA2G4P6|PA2G4L3
25030,646085,PSMC1P7
25031,646086,WDR45BP1|WDR45LP1
25032,646087,IMP3P1
25033,646090,RHPN2P1
25034,646093,RPS8P7
25035,646096,CHEK2P2
25036,646103,TAF11L3
25037,646104,RPL32P16
25038,646108,RPS7P14
25039,646113,LINC00643
25040,646114,AKAP8P1
25041,646119,RPS8P4|Em:AC012468.5
25042,646127,TERF1P7
25043,646161,RPL26P21
25044,646164,DDX39AP1
25045,646168,LRRC77P|LINC01330
25046,646171,EIF4A2P1
25047,646174,C16orf90|LOC646174
25048,646175,RPL36AP48
25049,646177,SPATA31E2P|FAM75E2P
25050,646189,RPL18AP13
25051,646192,NOP56P1|NOL5B|NOL5BP|NOP56-L|dJ207F6.1
25052,646193,TRAPPC13P1
25053,646195,RPS28P7
25054,646196,SMARCE1P6
25055,646201,BASP1P1
25056,646202,TLK2P1|TLK2ps1
25057,646208,NUS1P2
25058,646213,SS18L2P1
25059,646218,PRDX2P2
25060,646227,ARPP19P1
25061,646231,AGPAT5P1
25062,646233,RPS27P10
25063,646241,LINC02223
25064,646243,CXADRP2
25065,646249,PCED1CP
25066,646255,RPL19P16
25067,646260,SAR1AP1|SARAP|SAR1P1|hsSARA-p|SARAP1|dJ88J8.3
25068,646262,LACTBL1
25069,646268,LINC01704
25070,646269,RPS4XP8|RPS4P8
25071,646270,ELL2P1
25072,646273,HSPD1P15|HSPD1-15P
25073,646278,PDCD6IPP2
25074,646282,AZGP1P1
25075,646294,RPS2P29
25076,646300,COL6A4P2|COL6A4
25077,646309,NAMPTP1|PBEF2|NAMPTL|bA92J19.4
25078,646316,TERF1P3
25079,646324,LINC00607
25080,646330,BTBD6P1
25081,646346,RPL7P58
25082,646348,ARL6IP1P2
25083,646359,TERF1P2
25084,646360,TMEM161BP1
25085,646362,FTH1P13|FTHP3|FTHL13
25086,646366,MAS1LP1|MAS1LP|OTTHUMG00000086553
25087,646370,IGHV1OR15-3|IGHV1/OR15-3
25088,646377,PYHIN5P
25089,646378,DDX18P5
25090,646379,IGHV1OR15-4|IGHV1/OR15-4
25091,646382,DPPA5P1
25092,646383,ZBTB44-DT
25093,646390,IRX1P1
25094,646392,NIP7P2
25095,646396,REREP3
25096,646405,TPTE2P1
25097,646409,DGAT2L7P
25098,646417,RPL29P5
25099,646424,SPINK8
25100,646433,RPL32P19
25101,646440,CCT3P1
25102,646442,SNX19P3
25103,646446,RPL27P2
25104,646450,ARIH2OS|C3orf71
25105,646457,C19orf67
25106,646463,UBE2HP1|UBE2HP
25107,646467,CNN2P1
25108,646476,RPL7AP39
25109,646479,ADAM24P
25110,646480,FABP9|PERF|T-FABP|PERF15
25111,646483,RPL6P19
25112,646486,FABP12
25113,646489,RPL21P70
25114,646498,C3orf84
25115,646505,CLK3P1
25116,646507,SPATA31E3P|FAM75E3P
25117,646508,FAM90A27P
25118,646520,SUCLA2P1|SUCLA2P|Em:AB014080.4
25119,646522,LINC02743
25120,646526,HMGB1P18
25121,646527,RPS3AP44
25122,646531,YBX1P2|TCAG_1818537
25123,646532,RPL19P5
25124,646538,RPL7P10
25125,646555,ARID3BP1
25126,646557,OSTCP3
25127,646566,RPLP1P12
25128,646567,OSTCP2
25129,646572,CHCHD3P3
25130,646575,CYP4F10P
25131,646576,HHIP-AS1
25132,646577,HMGB1P16
25133,646581,IFNWP2
25134,646583,RPS4XP18|RPS4P18
25135,646592,ZNF652P1|ZNF652P
25136,646595,UBE2CP2
25137,646597,CHMP1AP1
25138,646600,IGF2BP2-AS1|C3orf65|FLJ32900
25139,646603,C4orf51
25140,646609,CLIC4P1
25141,646612,EEF1A1P25
25142,646614,BUB3P1
25143,646619,ATP5MC1P3|ATP5G1P3
25144,646620,RPL3P8
25145,646624,RPL27P4
25146,646625,URAD|PRHOXNB
25147,646627,LYPD8
25148,646630,CHCHD2P8
25149,646639,TOMM40P3
25150,646640,TTC39DP
25151,646641,RPL7L1P7
25152,646643,SBK2|SGK069
25153,646644,LLPHP3
25154,646658,SYNDIG1L|TMEM90A|capucin|IFITMD4|DSPC1
25155,646660,RPS20P26
25156,646663,RFPL4AP1
25157,646672,RPL15P20
25158,646685,RPL23AP41
25159,646688,RPL4P2
25160,646693,CNN2P10
25161,646696,MLXP1
25162,646698,ZSCAN5DP|ZSCAN5DP|ZSCAN5D|ZNF495D
25163,646701,DPPA5P4
25164,646702,HLA-DPA2|HLA-DP2A
25165,646710,RPL19P4
25166,646719,NIPBL-DT|NIPBL-AS1|NIPBL-AS
25167,646721,SINHCAFP3|FAM60DP
25168,646723,KRT18P31
25169,646730,LINC02618
25170,646737,RPS14P6
25171,646743,PRSS40B
25172,646753,RPS26P2|bA98O11.1
25173,646754,TRIM64C
25174,646755,MFAP1P1
25175,646758,PTPN2P2
25176,646759,UBTFL7
25177,646766,RPL35P2
25178,646770,TRIM77BP
25179,646780,PHKA1P1
25180,646784,RPL5P6
25181,646785,RPS10P13
25182,646787,RPL31P37
25183,646791,ANP32BP1
25184,646794,SNF8P1
25185,646799,ZAR1L|Z3CXXC7
25186,646802,CYP4F62P|CYP4F43P|CYP4F-se11[6:7:8]
25187,646808,LAGE3P1
25188,646817,SETSIP|SETP18
25189,646819,RPS15AP19
25190,646820,RPL19P19
25191,646837,EEF1GP1
25192,646839,TPM3P8
25193,646849,NPM1P28
25194,646851,FAM227A
25195,646862,RNF225
25196,646864,ZNF723|ZNF723P
25197,646873,PRELID3BP10
25198,646875,RPL12P2|dJ441G21.1
25199,646877,GAPDHP34
25200,646879,ARL2BPP3
25201,646884,RPL29P28
25202,646890,AIDAP2
25203,646891,ENTR1P2|SDCCAG3P2
25204,646892,SH2D7|LOC646892
25205,646898,RPL12P40
25206,646909,RPL17P33
25207,646910,HSPD1P9|HSPD1-14P
25208,646912,RPL7P52
25209,646913,SEPTIN7P3|SEPT7P3
25210,646915,ZNF806
25211,646929,ANKRD26P2
25212,646936,CTBP2P5
25213,646942,RPS10P14
25214,646949,RPL23P6
25215,646951,MINDY4B|C3orf76|FAM188B2
25216,646954,YWHAQP4
25217,646956,HNRNPCP3
25218,646960,PRSS56
25219,646962,HRCT1|LGLL338|PRO537|UNQ338
25220,646966,RPL26P16
25221,646981,PTPN2P1|PTPN2P|PTPTP1
25222,646982,LINC00598|TTL|lncFOXO1
25223,646985,RPS12P25
25224,646993,HMGB3P24
25225,646996,RAB42P1|RAB42|RAB42P
25226,647000,TUBBP2
25227,647001,GAPDHP35
25228,647002,IDI1P1
25229,647009,RWDD4P2|FAM28CP
25230,647012,YY1P2
25231,647013,KCTD9P3
25232,647015,CDC37P2
25233,647016,EIF2S2P7
25234,647024,C6orf132|bA7K24.2
25235,647030,EEF1B2P6
25236,647033,PA2G4P4|PA2G4L1
25237,647034,RPS14P10
25238,647042,GOLGA6L10|GOLGA6L18
25239,647044,FAM220BP|C9orf51|bA392E22.4
25240,647047,TCP1P1|TCP1L1
25241,647051,YWHABP1
25242,647060,SPATA31A1|C9orf36|FAM75A1|SPATA31A2|FAM75A2|DKFZP434B204|C9orf36A
25243,647076,BRD7P2
25244,647081,SDHDP2
25245,647085,PPIAP25
25246,647087,STMP1|C7orf73|PL-5283|Mm47
25247,647094,RPLP0P11
25248,647099,RPL23AP42
25249,647102,ELK1P1
25250,647107,LINC01192|CT64
25251,647112,RPL27P6
25252,647121,EMBP1
25253,647123,UQCRFS1P2
25254,647135,SRGAP2B|SRGAP2P2
25255,647144,ABHD17AP8|FAM108A9P
25256,647155,RPS15AP20
25257,647156,ACTR3BP3
25258,647158,RPSAP33
25259,647162,KRT18P33
25260,647166,C13orf42|LINC00371
25261,647167,EEF1A1P14|EEF1AL12
25262,647169,GSTA12P|GSTAP5
25263,647174,SERPINE3
25264,647175,GSTA11P|GSTAP3
25265,647177,GSTA10P|GSTAP2
25266,647187,IGHV3OR16-6|IGHV3/OR16-6
25267,647190,RPS16P5
25268,647195,PRR13P1
25269,647201,RPL23AP16
25270,647215,MROH3P|C1orf81
25271,647219,ASCL5|bHLHa47
25272,647236,RPL39P15
25273,647249,GAPDHP36
25274,647265,CYP2AB1P
25275,647275,PNPP1
25276,647276,RPL4P4
25277,647285,RPL29P9
25278,647286,RD3L|TDRD9-AS1|TDRD9AS1
25279,647288,CTAGE11P
25280,647298,HSPD1P8|HSPD1-12P
25281,647302,LSM3P3
25282,647307,PEBP1P2
25283,647309,GMNC|GEMC1
25284,647310,TEX22
25285,647317,GYG1P2
25286,647319,VEZF1P1|ZNF161L1|VEZF1L1
25287,647323,LINC02026
25288,647415,ALG1L5P
25289,647436,RPL5P1
25290,647476,FRG2EP
25291,647507,CNN2P4|CNN2P5
25292,647532,FARSBP1
25293,647569,PFN1P12
25294,647589,ANHX
25295,647654,CDC27P5
25296,647696,CDC27P1
25297,647859,OCLNP1
25298,647946,MIR924HG|LINC00669
25299,647979,NORAD|LINC00657
25300,648000,RPL7P23
25301,648217,RPL37P23
25302,648262,CICP26
25303,648283,TERF1P4
25304,648294,RPL23AP57
25305,648315,VN2R9P
25306,648343,RPS29P9
25307,648359,ABHD17AP3|FAM108A4|FAM108A4P
25308,648532,NRBF2P1
25309,648630,TSSK5P|TSSK5P2|TSSK5P1|TSSKps1
25310,648729,RPS15AP24
25311,648740,ACTG1P4|ACTGP4
25312,648791,PPP1R3G
25313,648809,EFL1P1|FAM42B|EFTUD1P1|HsT19321
25314,648822,HMGN2P18
25315,648947,AKR1C7P
25316,648980,BCRP5|BCRL5
25317,649024,CSP2
25318,649137,ZSCAN5C|ZSCAN5CP|ZNF495C
25319,649159,LINC00273|NCRNA00273|TOP|NCRNA00273-1
25320,649179,PRAMENP|PRAMEL|PRAMEF24P|FLJ16327
25321,649186,VN2R17P
25322,649238,PNMA6E
25323,649264,CES5AP1
25324,649288,AK4P6
25325,649299,RPL36AP51
25326,649324,PRAMEF34P
25327,649330,HNRNPCL3
25328,649395,YWHAEP1
25329,649446,DLGAP1-AS1|HsT914|FLJ35776
25330,649458,MPTX1
25331,649489,PPP1R2P5
25332,649620,CDC27P6
25333,649873,PPIAP53
25334,649925,SETP16
25335,649946,RPL23AP64
25336,650059,RPL21P82
25337,650172,CCT4P1
25338,650236,PRAMEF32P
25339,650368,TSSC2
25340,650474,TPSP2|Mastin
25341,650560,DDX3P3|DDX3YP3
25342,650623,BEND3P3
25343,650655,ABCA17P
25344,650669,GAS6-AS1
25345,650747,IMPA1P1|IMPA1P
25346,650788,RPS28P9
25347,650794,MIPEPP3
25348,650808,RPL4P1
25349,650901,RPS2P12
25350,650983,RCC2P1
25351,651053,DDX18P2
25352,651144,NACAP2
25353,651249,RPL34P27
25354,651250,LRRC37A16P|LRRC37C
25355,651258,GAPDHP37
25356,651302,ZNF192P1|ZNF389|dJ265C24.4|ZNF389P
25357,651452,POM121L3P|POM121L3|dJ831C21.3
25358,651600,RPL36P16
25359,651628,EEF1GP3
25360,651714,MUC20P1
25361,651746,ANKRD33B
25362,651815,KLF3P1
25363,652170,COX4I1P2
25364,652411,RPSAP44
25365,652423,NPM1P36
25366,652489,SUMO2P3
25367,652624,RPSAP46
25368,652670,RPS3AP15
25369,652873,IGKV2OR2-7|IGKV2/OR2-7
25370,652904,CKS1BP6
25371,652959,BTF3P5
25372,652960,BTF3P7
25373,652961,BTF3P8
25374,652963,BTF3P12|BTF3L2|HUMBTFC
25375,652964,BTF3P3
25376,652965,SNORA48|ACA48|SNORA48A
25377,652966,SNORD10|mgU6-77
25378,652968,CASTOR1|GATSL3
25379,652969,SLC6A21P|SLC6A21
25380,652972,LRRC37A5P|C9orf29
25381,652974,RPL17P2
25382,652975,RPL21P6
25383,652978,RPL7AP2
25384,652980,RPS28P1
25385,652983,RPL35AP2|bA571F15.2
25386,652985,RPL7AP4
25387,652991,SKOR2|CORL2|FUSSEL18|Fussel-18
25388,652995,UCA1|LINC00178|CUDR|UCAT1|onco-lncRNA-36
25389,653017,TBC1D3P3|USP6P1
25390,653042,REXO1L4P
25391,653045,PTPN20CP|PTPN20C|bA164N7.3
25392,653061,GOLGA8S
25393,653067,XAGE1B|XAGE1C|XAGE1D|XAGE1E|CT12.1b|CT12.1c|CT12.1d
25394,653073,GOLGA8J
25395,653075,GOLGA8T
25396,653079,RPL21P98
25397,653080,GUSBP16
25398,653082,ZDHHC11B
25399,653108,CXADRP1|CAR|CXADRP
25400,653113,FAM86FP
25401,653115,HNRNPA3P6
25402,653121,ZBTB8A|ZBTB8|BOZF1|FLJ90065|ZNF916A
25403,653122,LSM12P1|LSM12P
25404,653123,FAM74A6
25405,653125,GOLGA8K
25406,653140,FAM228A|C2orf84|FLJ30851
25407,653145,ANXA8|ANX8
25408,653147,RPL26P30
25409,653149,NBPF6
25410,653156,RPL21P53
25411,653162,RPSAP9|LAMR1P9
25412,653163,LCN1P2|LCN1L2|bA244N20.11
25413,653166,OR1D4|OR17-30
25414,653174,TSPY6P|TSPYP6
25415,653175,HAUS6P1
25416,653188,GUSBP3
25417,653189,BTF3L4P2
25418,653190,ABCC6P1
25419,653192,TRIM43B
25420,653194,KHDC1P1
25421,653199,TCAF1P1|FAM115B
25422,653203,FAM230A|DGCR15
25423,653214,PPIAP22|PPIAL3|PPIA3L
25424,653220,XAGE1A|GAGED2|XAGE1|XAGE-1|CT12.1a
25425,653226,SRP9P1|SRP9L1
25426,653232,RPL15P3|bA511S14.1
25427,653234,AGAP10P|AGAP10|CTGLF7|CTGLF10P|bA358L16.1|bA144G6.2
25428,653236,RPL23AP49
25429,653238,GTF2H2B|DKFZP686M0199
25430,653240,KRTAP4-11|KRTAP4-14|KAP4.11|KAP4.14
25431,653247,PRB2|PRPPRB1|Ps|cP7
25432,653259,AGAP14P|CTGLF11P|AGAP14|bA145E20.1
25433,653268,AGAP7P|CTGLF4|AGAP7|bA109G10.1
25434,653269,POTEI|POTE2beta
25435,653275,CFC1B
25436,653282,CT47A7|CT47.7
25437,653288,TSPY7P|TSPYP7
25438,653308,ASAH2B|ASAH2C|bA449O16.3|ASAH2L|bA98I6.3
25439,653314,RPL19P9
25440,653316,FAM153CP|FAM153C|NY-REN-7-like
25441,653319,KIAA0895L|LOC653319
25442,653333,FAM86B2
25443,653354,ARMCX7P|ARMCX6-ps|GASP10ps
25444,653361,NCF1|p47phox|NOXO2|NCF1A|SH3PXD1A
25445,653363,TEX28P2|pTEX|CXorf2B
25446,653364,HSPB1P2|HSPBL3
25447,653381,SORD2P
25448,653390,RRN3P2
25449,653399,GSTTP2
25450,653404,FOXD4L6|OTTHUMG00000066822
25451,653406,NAIPP4
25452,653423,SPAG11A|HE2|EDDM2A
25453,653427,FOXD4L5|bA15J10.2|OTTHUMG00000013332
25454,653436,ANKRD20A7P
25455,653437,AQP12B|INSSA3
25456,653440,WASH6P|FAM39A|CXYorf1
25457,653441,PHC1P1|PHC1B
25458,653447,HNRNPCP2
25459,653453,FGF7P5
25460,653458,BMS1P9
25461,653464,SRGAP2C|SRGAP2P1
25462,653479,MRPL45P2
25463,653483,AFDN-DT|C6orf124|MLLT4-AS1|AFDN-AS1|HGC6.4|dJ431P23.3
25464,653486,SCGB1C2
25465,653489,RGPD3|RGP3
25466,653492,PSG10P|PSG12|PSG10
25467,653499,LGALS7B|GAL7
25468,653505,PPIAL4A|PPIAL4|PPIAL4B|COAS2
25469,653509,SFTPA1|SFTP1|SP-A|SP-A1|COLEC4
25470,653510,CBWD4P
25471,653519,GPR89A|UNQ192
25472,653543,DUX4L7
25473,653544,DUX4L6
25474,653545,DUX4L5
25475,653548,DUX4L3
25476,653550,TP53TG3C
25477,653553,HSPB1P1|HSPBL2
25478,653557,BMS1P8
25479,653566,SPCS2P4
25480,653567,TMEM236|FAM23B|FAM23A|bA16O1.2|bA162I21.2
25481,653579,CD177P1|CD177P
25482,653583,PHLDB3|FLJ40193
25483,653590,GGTLC5P
25484,653598,PPIAL4C
25485,653604,H3C13|HIST2H3D
25486,653606,PRAMEF22|PRAMEF3L
25487,653619,PRAMEF15|OTTHUMG00000007921
25488,653635,WASH7P|FAM39F
25489,653639,LYPLA2P1|LYPLA2L|dJ570F3.6|APT
25490,653641,GOLGA6C
25491,653643,GOLGA6D
25492,653645,TBC1D3P1-DHX40P1
25493,653650,PDPK2P
25494,653656,MBD3L4
25495,653657,MBD3L3
25496,653658,RPS23P8
25497,653659,TMEM183B|C1orf37-DUP
25498,653665,RPL21P93
25499,653677,SEC1P
25500,653687,FAM226B|CXorf50B|NCRNA00246B|LINC00246B
25501,653689,GSTT2B|GSTT2P
25502,653691,TCAF2P1|FAM139B|FAM115D|FLJ40722-like|TCAF2BP
25503,653702,RPL7P9
25504,653707,PDCL2P1
25505,653720,GOLGA8M
25506,653737,RPL21P119
25507,653753,VN1R6P|VNR19I2|ZVNR2|ZVNH2
25508,653758,TPM3P6
25509,653773,RPL31P17
25510,653781,POTEJ|POTE2beta
25511,653784,MZT2A|FAM128A|MOZART2A
25512,653786,OTOAP1|LOC653786
25513,653789,RPL23AP25
25514,653794,TRIM60P14
25515,653805,RPS27P8
25516,653808,ZG16|JCLN|hZG16|JCLN1|ZG16A
25517,653820,FAM72B|RP11-439A17.6
25518,653857,ACTR3C|ARP11
25519,653895,PGGT1BP1
25520,653924,GPAT2P2
25521,654029,RPS10P15
25522,654170,RPS16P8
25523,654231,OCM|OCM1
25524,654254,ZNF732|FLJ59067
25525,654319,SNORA5A|ACA5
25526,654320,SNORA8|ACA8
25527,654321,SNORA75|U23|SNORA75A
25528,654322,SNORA13|ACA13
25529,654337,BCYRN1P3
25530,654340,RNPC3P1
25531,654342,LSP1P4
25532,654346,LGALS9C
25533,654350,RPL9P25
25534,654364,NME1-NME2|NM23-LV|NMELV
25535,654365,RPS27P3
25536,654369,RPL37P5
25537,654370,RPL7AP3
25538,654371,RPS15AP4
25539,654376,RPL12P9
25540,654381,RPL7P5
25541,654382,RPL19P2
25542,654383,RPL13P4|HsT16723
25543,654385,RPL21P15|HsT18206
25544,654386,RPL26P5|HsT41398
25545,654387,RPL31P6|HsT19508
