#virus-ID,virus-name,NCBI-virus-protein-ID,virus-protein
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),3783770,BTRF1|BTRF1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),305103,GP42|GP42_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),30665,LMP2|LMP2_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),41913,GM|GM_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),3783714,BLLF2|BLLF2_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),3783757,RPMS1|RPMS1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),100216496,GB|GB_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),36814,PRIM|PRIM_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),3783744,BZLF1|BZLF1_EBVB9
333761,Human papillomavirus type 18|Human papilloma virus type 18,543659,VE1|VE1_HPV18
333761,Human papillomavirus type 18|Human papilloma virus type 18,516130,VL1|VL1_HPV18
11059,Dengue virus 1 Nauru/West Pac/1974|Dengue virus type 1 (strain Western Pacific)|Dengue virus type 1 Nauru/West Pac/1974,34792,POLG|POLG_DEN1W
11589,Rift valley fever virus (STRAIN ZH-548 M12),956557,NSS|NSS_RVFVZ
383596,Influenza A virus (A/Beijing/39/1975(H3N2))|Influenza A virus (A/Beijing/39/75(H3N2 ))|Influenza A virus (A/Beijing/39/75(H3N2))|Influenza A virus (A/Beijing/39/75)|Influenza A virus (strain A/Beijing/39/75),3678371,PA|PA_I75A0
11053,Dengue virus 1|Dengue virus type 1|dengue type 1 D1 virus|dengue virus type 1 DEN1|dengue virus type I|dengue virus-1 DEN-1|type 1 dengue virus DEN-1,35904,NP|NP_722460
172148,Alkhumra hemorrhagic fever virus|AHFV,34792,POLG|POLG_ALKV
103922,Human enterovirus 71 (strain 7423/MS/87)|Human enterovirus 71 (strain 7423/MS/87) (Ev 71),34792,POLG|POLG_HE71M
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),100533373,NEP|NEP_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),112280533,M2|M2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),3678371,PA|PA_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),36109496,HEMA|HEMA_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),827443,NS1|NS1_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),107795055,PB2|PB2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),100801632,RDRP|RDRP_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),101217987,M1|M1_I33A0
384493,Influenza A virus (A/seal/Mass/1/1980(H7N7))|Influenza A virus (A/seal/Mass/1/80(H7N7))|Influenza A virus (STRAIN A/SEAL/MASSACHUSETTS/1/80),107795055,PB2|PB2_I80A2
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,4336986,SPIKE|SPIKE_ADE12
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,28544357,E1BS|E1BS_ADE12
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,379214,E1A|E1A_ADE12
1980471,Hantaan orthohantavirus|Hantaan hantavirus|Hantaan virus|Korean hemorrhagic fever virus,35904,NP|NP_941977
1980471,Hantaan orthohantavirus|Hantaan hantavirus|Hantaan virus|Korean hemorrhagic fever virus,35904,NP|NP_941987
10254,Vaccinia virus WR|Vaccinia virus (strain WR),821323,C2|C2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),110904092,RIR2|RIR2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),249387,K7|K7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),5658151,C7|C7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),3707634,C9L|C9L_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),543524,E8|E8_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),4700,B14|B14_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),100145898,K3|K3_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),28912,A27|A27_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),692600,SPI2|SPI2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),11464232,A46|A46_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),107759629,A20|A20_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),3707616,C23L|C23L_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),829521,G7|G7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),110798481,B1|B1_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),110889620,KITH|KITH_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),542462,C5|C5_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),1192,G6|G6_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),106380462,E3|E3_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),11464222,A36|A36_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),270106,A52|A52_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),110806310,N2|N2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),107774394,D5|D5_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),100286638,C10|C10_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),101463101,KTHY|KTHY_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),100015540,TCRM|TCRM_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),36271,F1|F1_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),37112,E7|E7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),5726125,RIR1|RIR1_VACCW
31634,Dengue virus 2 Thailand/16681/84|Dengue virus type 2 (strain 16681)|Dengue virus type 2 Thailand/16681/84,34792,POLG|POLG_DEN26
10383,Herpesvirus saimiri (strain 11),101449321,DYR|DYR_SHV21
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,543659,VE1|VE1_HPV6B
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,544230,VE2|VE2_HPV6B
10579,Human papillomavirus type 8|Human papillomavirus - 8|human papillomavirus 8|human papillomavirus type 8 HPV8,544230,VE2|VE2_HPV08
11033,Semliki Forest virus,116957718,POLN|POLN_SFV
12509,Human herpesvirus 4 type 2|Epstein-Barr virus-2 EBV-2,31938,YP|YP_001129464
333284,Hepatitis C virus (isolate Con1),34792,POLG|POLG_HCVCO
82831,Equid herpesvirus type 2 strain 86/87|Equine herpesvirus 2 strain 86/67|Equine herpesvirus type 2 (strain 86/87)|Equine herpesvirus type 2 strain 86/87,38752,CFLA|CFLA_EHV2
265872,Cowpox virus (Brighton Red),692600,SPI2|SPI2_CWPXB
11679,Human immunodeficiency virus type 1 (CLONE 12),101268665,VIF|VIF_HV112
11746,Jaagsiekte sheep retrovirus|JSRV|OPAV|Endogenous Jaagziekte retrovirus|Jaagsiekte sheep virus|Ovine pulmonary adenocarcinoma virus|Ovine pulmonary carcinoma virus|Sheep pulmonary adenomatosis virus|jaagsiekte retrovirus|jaagsiekte sheep retrovirus JSRV|jaagsiekte virus,402813,ENV|ENV_JSRV
11963,Human spumaretrovirus|foamy virus,100141955,GAG|GAG_FOAMV
337052,Deltapapillomavirus 4|BPV-1|Bos taurus Papillomavirus type-1|Bos taurus papillomavirus 1|Bovine papilloma virus type 1|Bovine papillomavirus - 1|Bovine papillomavirus 1|Bovine papillomavirus type 1,544230,VE2|VE2_BPV1
337052,Deltapapillomavirus 4|BPV-1|Bos taurus Papillomavirus type-1|Bos taurus papillomavirus 1|Bovine papilloma virus type 1|Bovine papillomavirus - 1|Bovine papillomavirus 1|Bovine papillomavirus type 1,543659,VE1|VE1_BPV1
648242,Adeno-associated virus 2 Srivastava/1982|Adeno-associated virus 2 (isolate Srivastava/1982),20469030,REP52|REP52_AAV2S
408871,Dengue virus 4 Dominica/814669/1981|Dengue virus type 4 (strain Dominica/814669/1981)|Dengue virus type 4 Dominica/814669/1981,34792,POLG|POLG_DEN4D
10623,Kappapapillomavirus 2|CRPV|Cottontail rabbit (SHOPE) PAPILLOMAVIRUS|Cottontail rabbit papillomavirus|Papillomavirus sylvilagi|Rabbit papillomavirus,35904,NP|NP_077109
11070,Dengue virus 4|Dengue virus type 4|dengue type 4 virus DEN4,35904,NP|NP_740321
11070,Dengue virus 4|Dengue virus type 4|dengue type 4 virus DEN4,35904,NP|NP_740325
10900,Bluetongue virus (serotype 10 / American isolate)|Bluetongue virus (serotype 10 / isolate USA),100147738,VP8|VP8_BTV10
333763,Human papillomavirus type 32,544230,VE2|VE2_HPV32
652674,Hepatitis E virus isolate Hetian|Hepatitis E virus (isolate Hetian),3974168,ORF3|ORF3_HEVCH
31675,Equine infectious anemia virus (clone CL22),836190,REV|REV_EIAVC
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),14971912,TAT|TAT_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),101268665,VIF|VIF_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),402813,ENV|ENV_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),836190,REV|REV_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),50286,NEF|NEF_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),100141955,GAG|GAG_HV1H2
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,37616150,NS7A|NS7A_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828863
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828869
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828865
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828851
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828862
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_904322
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828860
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828868
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828861
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,4893,NS6|NS6_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828870
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,116732,VME1|VME1_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,4835992,NS3B|NS3B_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828852
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828872
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828867
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828864
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828871
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,35904,NP|NP_828866
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,37616151,NS7B|NS7B_CVHSA
10533,Human adenovirus 1|Adenovirus 1|Adenovirus type 1|Human adenovirus C1|Human adenovirus type 1|Human mastadenovirus 1,658656,AP|AP_000529
10533,Human adenovirus 1|Adenovirus 1|Adenovirus type 1|Human adenovirus C1|Human adenovirus type 1|Human mastadenovirus 1,658656,AP|AP_000530
129875,Human mastadenovirus A|HAdV-A|Human adenovirus A,658656,AP|AP_000107
138950,Enterovirus C|Enterovirus EV-C|Human enterovirus C|Poliovirus,35904,NP|NP_740478
138950,Enterovirus C|Enterovirus EV-C|Human enterovirus C|Poliovirus,35904,NP|NP_740474
10585,Human papillomavirus type 31|Human papilloma virus type 31|Human papillomavirus - 31,543659,VE1|VE1_HPV31
10585,Human papillomavirus type 31|Human papilloma virus type 31|Human papillomavirus - 31,544230,VE2|VE2_HPV31
10585,Human papillomavirus type 31|Human papilloma virus type 31|Human papillomavirus - 31,516130,VL1|VL1_HPV31
1979160,Human rubulavirus 2|HPIV-2|HPIV2|PIV-2|Human parainfluenza 2 virus|Human parainfluenza virus 2|Human parainfluenza virus type 2|Parainfluenza virus type 2,35904,NP|NP_598402
39720,Walleye dermal sarcoma virus,102589911,CYCL|CYCL_WDSV
39720,Walleye dermal sarcoma virus,13919019,ORFB|ORFB_WDSV
645098,Measles virus strain Ichinose-B95a|Measles morbillivirus strain Ichinose-B95a|Measles virus (strain Ichinose-B95a),44095,FUS|FUS_MEASC
645098,Measles virus strain Ichinose-B95a|Measles morbillivirus strain Ichinose-B95a|Measles virus (strain Ichinose-B95a),36109496,HEMA|HEMA_MEASC
644440,Infectious bursal disease virus chicken/UK/UK661/1989|Avian infectious bursal disease virus (isolate Chicken/UK/UK661/1989),100801632,RDRP|RDRP_IBDVU
928302,Hepatitis B virus C/ayr human/Japan/Okamoto|Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto),9538188,X|X_HBVCJ
928302,Hepatitis B virus C/ayr human/Japan/Okamoto|Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto),920217,DPOL|DPOL_HBVCJ
10614,Human papillomavirus 3|Human papillomavirus - 3|Human papillomavirus type 3,544230,VE2|VE2_HPV03
28285,Human adenovirus 5|Adenovirus 5|Adenovirus type 5|Human adenovirus C5|Human adenovirus type 5|Human mastadenovirus 5|Mastadenovirus 5|Mastadenovirus h5|adenovirus Ad5|adenovirus type 5 AD5,47208,TERM|TERM_ADE05
28285,Human adenovirus 5|Adenovirus 5|Adenovirus type 5|Human adenovirus C5|Human adenovirus type 5|Human mastadenovirus 5|Mastadenovirus 5|Mastadenovirus h5|adenovirus Ad5|adenovirus type 5 AD5,379214,E1A|E1A_ADE05
28285,Human adenovirus 5|Adenovirus 5|Adenovirus type 5|Human adenovirus C5|Human adenovirus type 5|Human mastadenovirus 5|Mastadenovirus 5|Mastadenovirus h5|adenovirus Ad5|adenovirus type 5 AD5,28544357,E1BS|E1BS_ADE05
28285,Human adenovirus 5|Adenovirus 5|Adenovirus type 5|Human adenovirus C5|Human adenovirus type 5|Human mastadenovirus 5|Mastadenovirus 5|Mastadenovirus h5|adenovirus Ad5|adenovirus type 5 AD5,35904,NP|NP_ADE05
10580,Human papillomavirus type 11|HPV 11|HPV-11|Human papillomavirus - 11,516130,VL1|VL1_HPV11
10580,Human papillomavirus type 11|HPV 11|HPV-11|Human papillomavirus - 11,543659,VE1|VE1_HPV11
10580,Human papillomavirus type 11|HPV 11|HPV-11|Human papillomavirus - 11,544230,VE2|VE2_HPV11
11909,Human T-lymphotropic virus 2|HTLV-2|HTLV-II|Human T-Cell leukemia virus type 2|Human T-cell leukemia virus type II|Human T-cell lymphotropic virus type 2|Human T-cell lymphotropic virus type II|Human T-lymphotropic virus Type II|Human lymphotropic virus type 2|Human lymphotropic virus type II|human T cell leukemia virus II HTLV-II|human T lymphotropic virus type II HTLV-II|human T-cell leukemia virus II|human T-cell lymphotropic virus type II HTLV-II,819306,POL|POL_HTLV2
11909,Human T-lymphotropic virus 2|HTLV-2|HTLV-II|Human T-Cell leukemia virus type 2|Human T-cell leukemia virus type II|Human T-cell lymphotropic virus type 2|Human T-cell lymphotropic virus type II|Human T-lymphotropic virus Type II|Human lymphotropic virus type 2|Human lymphotropic virus type II|human T cell leukemia virus II HTLV-II|human T lymphotropic virus type II HTLV-II|human T-cell leukemia virus II|human T-cell lymphotropic virus type II HTLV-II,6900,TAX|TAX_HTLV2
11909,Human T-lymphotropic virus 2|HTLV-2|HTLV-II|Human T-Cell leukemia virus type 2|Human T-cell leukemia virus type II|Human T-cell lymphotropic virus type 2|Human T-cell lymphotropic virus type II|Human T-lymphotropic virus Type II|Human lymphotropic virus type 2|Human lymphotropic virus type II|human T cell leukemia virus II HTLV-II|human T lymphotropic virus type II HTLV-II|human T-cell leukemia virus II|human T-cell lymphotropic virus type II HTLV-II,45353,REX|REX_HTLV2
11909,Human T-lymphotropic virus 2|HTLV-2|HTLV-II|Human T-Cell leukemia virus type 2|Human T-cell leukemia virus type II|Human T-cell lymphotropic virus type 2|Human T-cell lymphotropic virus type II|Human T-lymphotropic virus Type II|Human lymphotropic virus type 2|Human lymphotropic virus type II|human T cell leukemia virus II HTLV-II|human T lymphotropic virus type II HTLV-II|human T-cell leukemia virus II|human T-cell lymphotropic virus type II HTLV-II,402813,ENV|ENV_HTLV2
11909,Human T-lymphotropic virus 2|HTLV-2|HTLV-II|Human T-Cell leukemia virus type 2|Human T-cell leukemia virus type II|Human T-cell lymphotropic virus type 2|Human T-cell lymphotropic virus type II|Human T-lymphotropic virus Type II|Human lymphotropic virus type 2|Human lymphotropic virus type II|human T cell leukemia virus II HTLV-II|human T lymphotropic virus type II HTLV-II|human T-cell leukemia virus II|human T-cell lymphotropic virus type II HTLV-II,100141955,GAG|GAG_HTLV2
31518,Bovine herpesvirus type 1.1 (strain Jura)|Bovine herpesvirus type 1 (strain Jura),8658587,ICP0|ICP0_BHV1J
11801,Moloney murine leukemia virus|MoMLV|MMLV|Moloney murine leukemia virus M-MuLV|rat Moloney murine leukemia virus MoMuLV,35904,NP|NP_955588
11801,Moloney murine leukemia virus|MoMLV|MMLV|Moloney murine leukemia virus M-MuLV|rat Moloney murine leukemia virus MoMuLV,35904,NP|NP_955583
1891767,Macaca mulatta polyomavirus 1|SV40|Polyomavirus maccacae|Polyomavirus maccacae 1|Rhesus macaque polyomavirus|Simian virus 40|rhesus polyomavirus,814903,ST|ST_SV40
1891767,Macaca mulatta polyomavirus 1|SV40|Polyomavirus maccacae|Polyomavirus maccacae 1|Rhesus macaque polyomavirus|Simian virus 40|rhesus polyomavirus,3355130,LT|LT_SV40
1891767,Macaca mulatta polyomavirus 1|SV40|Polyomavirus maccacae|Polyomavirus maccacae 1|Rhesus macaque polyomavirus|Simian virus 40|rhesus polyomavirus,112284684,VP1|VP1_SV40
11926,Human T-cell lymphotrophic virus type 1 (strain ATK)|Human T-cell leukemia virus type I (strain ATK),102354658,HBZ|HBZ_HTL1A
587200,Variola virus human/India/Ind3/1967|Variola virus (isolate Human/India/Ind3/1967),1485875,CRMB|CRMB_VAR67
10320,Bovine alphaherpesvirus 1|BoHV-1|Infectious bovine rhinotracheitis virus|Bovine herpesvirus 1|Bovine herpesvirus type 1|Bovine herpesvirus-1|Bovine rhinotracheitis virus|bovine herpesvirus 1 BHV 1|bovine herpesvirus 1 BHV-1|bovine herpesvirus 1 BHV1|bovine herpesvirus BHV-1|bovine herpesvirus type 1 BHV-1|bovine herpesvirus type-1 BHV-1|infectious bovine rhinotracheitis virus BHV-1,35904,NP|NP_045311
11723,Simian immunodeficiency virus|SIV|CIV|Chimpanzee immunodeficiency virus|Chimpanzee immunodeficiency virus (SIV(CPZ))|Simian immunodeficiency virus SIVcpz|simian immunodeficiency virus SIV|simian immunodeficiency virus- SIV|simian immunodeficiency viruses SIV,35904,NP|NP_687035
11665,Equine infectious anemia virus|EIAV|equine infectious anemia virus EIAV,35904,NP|NP_056903
46015,Autographa californica nucleopolyhedrovirus|AcMNPV|Autographa californica multicapsid nuclear polyhedrosis virus|Autographa californica multicapsid nuclear polyhedrosis virus AcMNPV|Autographa californica nuclear polyhedrosis virus|Autographa californica nuclear polyhedrosis virus AcMNPV|Autographa californica nuclear polyhedrosis virus AcNPV|Autographa californica nuclear polyhedrosis virus- AcMNPV,34385,P35|P35_NPVAC
11085,Langat virus|LGT|Flavivirus langat|Langat virus LGT,35904,NP|NP_740302
11085,Langat virus|LGT|Flavivirus langat|Langat virus LGT,35904,NP|NP_740299
10384,Herpesvirus saimiri (strain 488)|Herpesvirus saimiri (SUBGROUP C / STRAIN 488),832530,TIP|TIP_SHV2C
31684,Simian immunodeficiency virus (isolate AGM / clone GRI-1),1490006,VPX|VPX_SIVG1
31684,Simian immunodeficiency virus (isolate AGM / clone GRI-1),50286,NEF|NEF_SIVG1
31684,Simian immunodeficiency virus (isolate AGM / clone GRI-1),100141955,GAG|GAG_SIVG1
406769,Human T-cell leukemia virus 3 (strain Pyl43),6900,TAX|TAX_HTL3P
356411,Hepatitis C virus JFH-1|Hepatitis C virus (isolate JFH-1)|Hepatitis C virus strain JFH-1,34792,POLG|POLG_HCVJF
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),107904219,SCP|SCP_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),2703428,UL56|UL56_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),6224,US10|US10_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),48135441,RNB|RNB_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),547881,GH|GH_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),5728252,TRM1|TRM1_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),100216496,GB|GB_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),34553,GC|GC_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),831411,TRM2|TRM2_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),9615633,TRX1|TRX1_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),35505,SCAF|SCAF_HHV11
