#DrugBank-ID,host-protein-ID,NCBI-host-protein-ID,gene
7211,1671,2159,F10
7211,1661,2147,F2
7131,4206,5644,PRSS1
7131,1661,2147,F2
4932,132,134,ADORA1
4932,133,135,ADORA2A
4932,134,136,ADORA2B
4233,982,1208,CLPS
4233,4006,5406,PNLIP
4233,4493,6010,RHO
3070,2726,3615,IMPDH2
5507,2675,3553,IL1B
5507,684,834,CASP1
2547,2060,2762,GMDS
3093,2527,3320,HSP90AA1
8675,4285,5740,PTGIS
3103,3565,4830,NME1
2093,2112,2821,GPI
13173,2623,3482,IGF2R
2325,5904,7919,DDX39B
2325,12177,55256,ADI1
2325,65,54,ACP5
2325,5982,8200,GDF5
2325,916,1118,CHIT1
2325,178,191,AHCY
2325,1972,2643,GCH1
2325,5404,7124,TNF
2325,7018,9588,PRDX6
2325,3944,5320,PLA2G2A
2325,4207,5645,PRSS2
2325,11083,51181,DCXR
2325,4509,6035,RNASE1
2325,6368,8732,RNGTT
2325,2058,2760,GM2A
4832,4898,6532,SLC6A4
4832,3124,4129,MAOB
4832,3123,4128,MAOA
8618,2641,3501,IGHG2
3910,3577,4846,NOS3
6274,3677,4988,OPRM1
6274,3675,4986,OPRK1
6274,3674,4985,OPRD1
5115,2748,3643,INSR
1307,2748,3643,INSR
1958,18929,200895,DHFRL1
2671,3143,4151,MB
80,6638,9103,FCGR2C
7026,3254,4321,MMP12
3672,484,590,BCHE
7946,1661,2147,F2
812,4287,5742,PTGS1
812,4288,5743,PTGS2
812,4285,5740,PTGIS
682,6468,8856,NR1I2
682,13891,79001,VKORC1
4549,618,760,CA2
2742,3120,4124,MAN2A1
2742,8399,11253,MAN1B1
3392,4355,5837,PYGM
855,189,210,ALAD
1723,1770,2280,FKBP1A
7498,209,231,AKR1B1
1767,4206,5644,PRSS1
1767,1661,2147,F2
6151,9129,23657,SLC7A11
6151,942,1147,CHUK
6151,2216,2937,GSS
6151,2188,2904,GRIN2B
6151,2190,2906,GRIN2D
6151,99,95,ACY1
6151,2187,2902,GRIN1
6151,2673,3551,IKBKB
6151,16603,116443,GRIN3A
4581,9228,25797,QPCT
3345,3893,5265,SERPINA1
3345,2043,2739,GLO1
3345,8587,22955,SCMH1
3345,2993,3956,LGALS1
3345,12094,55163,PNPO
7231,1204,1508,CTSB
8869,2011,2692,GHRHR
5332,3275,4352,MPL
8021,4172,5602,MAPK10
2491,1759,2263,FGFR2
8257,1598,2053,EPHX2
4758,1667,2155,F7
240,2192,2908,NR3C1
205,2335,3074,HEXB
205,1347,1719,DHFR
8588,1411,1803,DPP4
1987,13753,64840,por
5157,4173,5603,MAPK13
5157,4712,6300,MAPK12
5157,4170,5600,MAPK11
5157,1142,1432,MAPK14
1179,5534,7280,TUBB
1179,5532,7277,TUBA4A
1179,5428,7153,TOP2A
1442,3124,4129,MAOB
1442,4897,6531,SLC6A3
1442,4896,6530,SLC6A2
1442,4932,6571,SLC18A2
1442,4898,6532,SLC6A4
1442,3123,4128,MAOA
1442,2550,3356,HTR2A
1442,4931,6570,SLC18A1
2336,5056,6714,SRC
4185,1958,2628,GATM
4185,3694,5009,OTC
4272,517,635,BHMT
4272,13391,59338,PLEKHA1
4272,5056,6714,SRC
4272,5609,7371,UCK2
4272,246,283,ANG
4272,6306,8654,PDE5A
4272,1141,1431,CS
4272,600,733,C8G
4272,3223,4282,MIF
4272,8323,11157,LSM6
4272,4511,6037,RNASE3
4272,13324,58190,CTDSP1
4272,7334,9955,HS3ST3A1
4272,4509,6035,RNASE1
4272,6674,9146,HGS
4272,9920,27232,GNMT
4272,1081,1360,CPB1
4272,304,353,APRT
4272,7940,10673,TNFSF13B
4272,209,231,AKR1B1
4272,3170,4191,MDH2
4272,19655,259307,IL4I1
4272,2798,3704,ITPA
11186,3677,4988,OPRM1
11186,7614,10280,SIGMAR1
11186,3675,4986,OPRK1
11186,2840,3757,KCNH2
6549,510,624,BDKRB2
7138,1142,1432,MAPK14
4638,412,487,ATP2A1
2395,1352,1728,NQO1
11640,2820,3736,KCNA1
6403,1489,1910,EDNRB
6403,1488,1909,EDNRA
8094,834,1017,CDK2
2800,4844,6470,SHMT1
9295,4288,5743,PTGS2
9295,4287,5742,PTGS1
9295,968,1187,CLCNKA
1390,641,785,CACNB4
7435,8232,11044,POLK
9237,3576,4843,NOS2
9237,3577,4846,NOS3
9237,631,775,CACNA1C
7835,1142,1432,MAPK14
6155,1009,1268,CNR1
6155,6774,9290,GPR55
9074,7401,10038,PARP2
9074,7402,10039,PARP3
9074,138,142,PARP1
9290,2553,3359,HTR3A
7174,4457,5972,REN
7827,3255,4322,MMP13
8867,3875,5241,PGR
8867,2192,2908,NR3C1
8867,209,231,AR
5913,1806,2321,FLT1
5913,2892,3815,KIT
3980,1142,1432,MAPK14
1107,1903,2554,GABRA1
1205,1903,2554,GABRA1
1205,1907,2558,GABRA5
8529,6909,9453,GGPS1
6867,3926,5300,PIN1
9119,3706,5025,P2RX4
2376,2981,3938,LCT
2670,6150,8467,SMARCA5
4140,3248,4314,MMP3
26,2676,3554,IL1R1
472,930,1135,CHRNA2
472,953,1163,CKS1B
472,2552,3358,HTR2C
472,938,1143,CHRNB4
472,931,1136,CHRNA3
472,2840,3757,KCNH2
472,4898,6532,SLC6A4
9118,2984,3945,LDHB
9118,201,222,ALDH3B2
9118,2982,3939,LDHA
8453,5619,7384,UQCRC1
8453,9840,27089,UQCRQ
8453,1228,1537,CYC1
8453,10712,29796,UQCR10
8453,5621,7386,UQCRFS1
8453,5620,7385,UQCRC2
8453,5622,7388,UQCRH
8453,8177,10975,UQCR11
8453,3325,4519,MT-CYB
8453,5618,7381,UQCRB
2218,244,280,AMY2B
2218,243,279,AMY2A
7605,1671,2159,F10
5829,4291,5746,PTH2R
5829,4290,5745,PTH1R
1297,148,153,ADRB1
7064,2903,3832,KIF11
898,930,1135,CHRNA2
898,1908,2559,GABRA6
898,934,1139,CHRNA7
898,2419,3177,SLC29A2
898,631,775,CACNA1C
898,1577,2030,SLC29A1
898,1907,2558,GABRA5
898,1912,2564,GABRE
898,5639,7412,VCAM1
898,2846,3763,KCNJ6
898,2843,3760,KCNJ3
898,2848,3765,KCNJ9
898,6545,8973,CHRNA6
898,20167,285242,HTR3E
898,2046,2742,GLRA2
898,2045,2741,GLRA1
898,642,786,CACNG1
898,932,1137,CHRNA4
898,635,779,CACNA1S
898,2176,2891,GRIA2
898,2950,3897,L1CAM
898,638,782,CACNB1
898,18930,200909,HTR3D
898,1913,2565,GABRG1
898,1910,2562,GABRB3
898,12337,55584,CHRNA9
898,6694,9177,HTR3B
898,1914,2567,GABRG3
898,1915,2568,GABRP
898,2175,2890,GRIA1
898,1911,2563,GABRD
898,933,1138,CHRNA5
898,1903,2554,GABRA1
898,936,1141,CHRNB2
898,1909,2560,GABRB1
898,632,776,CACNA1D
898,938,1143,CHRNB4
898,7686,10369,CACNG2
898,1906,2557,GABRA4
898,12572,55879,GABRQ
898,2553,3359,HTR3A
898,1904,2555,GABRA2
898,931,1136,CHRNA3
898,937,1142,CHRNB3
898,2178,2893,GRIA4
898,12906,57053,CHRNA10
898,1905,2556,GABRA3
898,16603,116443,GRIN3A
898,18722,170572,HTR3C
898,2845,3762,KCNJ5
898,2177,2892,GRIA3
3374,4140,5569,PKIA
3374,4206,5644,PRSS1
3374,4137,5566,PRKACA
3374,21989,389434,IYD
9318,1627,2099,ESR1
757,2553,3359,HTR3A
3109,916,1118,CHIT1
8174,1671,2159,F10
2963,834,1017,CDK2
3531,41,26,DAO
8138,834,1017,CDK2
8661,4509,6035,RNASE1
2953,3250,4317,MMP8
589,2550,3356,HTR2A
589,147,152,ADRA2C
589,2557,3363,HTR7
589,2547,3352,HTR1D
589,1423,1815,DRD4
589,2552,3358,HTR2C
589,1420,1812,DRD1
589,145,150,ADRA2A
589,146,151,ADRA2B
589,1422,1814,DRD3
589,2545,3350,HTR1A
589,2546,3351,HTR1B
589,2551,3357,HTR2B
589,1421,1813,DRD2
5848,2707,3593,IL12B
8218,834,1017,CDK2
8218,722,890,CCNA2
2633,1352,1728,NQO1
2633,2227,2950,GSTP1
771,923,1128,CHRM1
8760,4058,5468,PPARG
7652,8232,11044,POLK
8749,9103,23621,BACE1
9148,303,351,APP
13896,6100,8399,PLA2G10
733,484,590,BCHE
733,57,43,ACHE
144,6200,8527,DGKD
144,12372,55627,SMPD4
144,1281,1608,DGKG
144,12304,55512,SMPD3
144,7192,9791,PTDSS1
144,4148,5578,PRKCA
144,14852,81490,PTDSS2
144,7210,9814,PISD
144,775,949,SCARB1
144,7705,10396,ATP8A1
5266,3789,5139,PDE3A
5266,3791,5141,PDE4A
5266,3793,5143,PDE4C
5266,3792,5142,PDE4B
5266,3794,5144,PDE4D
8560,4058,5468,PPARG
9121,110,108,ADCY2
9121,112,111,ADCY5
9121,109,107,ADCY1
880,617,759,CA1
880,618,760,CA2
7616,9965,27306,HPGDS
977,4838,6462,SHBG
977,1627,2099,ESR1
977,6468,8856,NR1I2
1571,3675,4986,OPRK1
1571,3674,4985,OPRD1
1571,3677,4988,OPRM1
2779,4312,5781,PTPN11
7182,1081,1360,CPB1
7789,3969,5347,PLK1
6840,4206,5644,PRSS1
2731,3701,5019,OXCT1
498,13891,79001,VKORC1
873,2192,2908,NR3C1
1766,3926,5300,PIN1
1766,1661,2147,F2
1766,6237,8565,YARS
4213,1598,2053,EPHX2
680,4737,6331,SCN5A
5104,3675,4986,OPRK1
6021,1607,2064,ERBB2
6021,1516,1956,EGFR
138,8304,11136,SLC7A9
138,1196,1497,CTNS
138,9129,23657,SLC7A11
138,4885,6519,SLC3A1
823,3875,5241,PGR
823,1627,2099,ESR1
7514,2871,3791,KDR
11767,1717,2213,FCGR2B
11767,1714,2209,FCGR1A
11767,1716,2212,FCGR2A
11767,1719,2215,FCGR3B
11767,2690,3570,IL6R
11767,1718,2214,FCGR3A
3114,5056,6714,SRC
9462,5335,7048,TGFBR2
9462,11282,51477,ISYNA1
9462,10826,30814,PLA2G2E
9462,6604,9061,PAPSS1
9462,124,125,ADH1B
9462,2227,2950,GSTP1
9462,3723,5047,PAEP
9462,1398,1787,TRDMT1
9462,2802,3708,ITPR1
9462,3441,4668,NAGA
9462,4057,5467,PPARD
9462,323,375,ARF1
9462,9965,27306,HPGDS
7977,1349,1723,DHODH
896,2192,2908,NR3C1
3042,2112,2821,GPI
6267,6306,8654,PDE5A
5052,1628,2100,ESR2
11611,2779,3683,ITGAL
311,624,766,CA7
311,620,762,CA4
311,617,759,CA1
311,618,760,CA2
311,619,761,CA3
4368,6960,9518,PDF
7665,1661,2147,F2
8157,617,759,CA1
8157,618,760,CA2
8148,4140,5569,PKIA
8148,4137,5566,PRKACA
7926,3246,4312,MMP1
1969,1141,1431,CS
859,209,231,AR
7160,1204,1508,CTSB
1217,1264,1588,CYP19A1
13133,1014,1277,COL1A1
13133,1669,2157,F8
9286,1420,1812,DRD1
9286,145,150,ADRA2A
9286,2551,3357,HTR2B
9286,1423,1815,DRD4
9286,2550,3356,HTR2A
9286,1422,1814,DRD3
9286,1421,1813,DRD2
2551,3951,5328,PLAU
12733,2199,2915,GRM5
213,419,495,ATP4A
1030,5425,7150,TOP1
1030,16605,116447,TOP1MT
716,8028,10800,CYSLTR1
716,1830,2357,FPR1
716,2527,3320,HSP90AA1
716,12930,57105,CYSLTR2
716,4276,5729,PTGDR
4591,1661,2147,F2
1432,1627,2099,ESR1
5796,3245,4311,MME
7642,10602,28960,DCPS
12465,2550,3356,HTR2A
3101,3589,4860,PNP
7469,13217,57644,MYH14
3602,2217,2938,GSTA1
3602,2043,2739,GLO1
8699,668,818,CAMK2G
187,148,153,ADRB1
4959,8895,23352,UBR4
4959,2924,3855,KRT7
6479,3791,5141,PDE4A
5120,2748,3643,INSR
8520,1770,2280,FKBP1A
1569,2504,3291,HSD11B2
230,629,773,CACNA1A
7889,834,1017,CDK2
2647,834,1017,CDK2
12695,5588,7345,UCHL1
12695,4398,5902,RANBP1
12695,18132,150726,FBXO41
12695,8152,10946,SF3A3
12695,2518,3308,HSPA4
12695,7692,10381,TUBB3
12695,5546,7295,TXN
12695,7904,10632,ATP5L
12695,70,60,ACTB
12695,5722,7531,YWHAE
12695,4960,6605,SMARCE1
12695,2536,3336,HSPE1
12695,6420,8801,SUCLG2
12695,14668,80777,CYB5B
12695,8035,10808,HSPH1
12695,5533,7278,TUBA3C
12695,7969,10726,NUDC
12695,8173,10971,YWHAQ
12695,7694,10383,TUBB4B
12695,3739,5069,PAPPA
12695,2425,3185,HNRNPF
12695,5654,7431,VIM
12695,4233,5684,PSMA3
12695,5532,7277,TUBA4A
12695,14700,81027,TUBB1
12695,5444,7171,TPM4
12695,5438,7165,TPD52L2
12695,5725,7534,YWHAZ
12695,5443,7170,TPM3
12695,2525,3315,HSPB1
12695,5534,7280,TUBB2A
12695,5721,7529,YWHAB
12695,3334,4535,MT-ND1
12695,12746,56616,DIABLO
12695,5724,7533,YWHAH
12695,6633,9097,USP14
12695,434,521,ATP5I
12695,5441,7168,TPM1
12695,4251,5702,PSMC3
12695,4696,6281,S100A10
12695,69,59,ACTA2
12695,424,506,ATP5B
12695,5880,7846,TUBA1A
12695,2430,3190,HNRNPK
12695,5641,7415,VCP
3708,6604,9061,PAPSS1
7206,9103,23621,BACE1
1173,4741,6336,SCN10A
1173,2190,2906,GRIN2D
1173,16604,116444,GRIN3B
1173,1323,1659,HRH1
1173,16603,116443,GRIN3A
1173,4896,6530,SLC6A2
1173,2187,2902,GRIN1
1664,2176,2891,GRIA2
3310,2223,2946,GSTM2
3310,2215,2936,GSR
8879,7940,10673,TNFSF13B
15,3963,5340,PLG
15,3730,5054,SERPINE1
15,1739,2243,FGA
15,3952,5329,PLAUR
6971,3250,4317,MMP8
749,4678,6256,RXRA
749,4287,5742,PTGS1
749,4288,5743,PTGS2
2861,618,760,CA2
29,1739,2243,FGA
29,3963,5340,PLG
29,3730,5054,SERPINE1
29,3952,5329,PLAUR
7888,3223,4282,MIF
7247,1013,1272,F3
7247,1667,2155,F7
2107,23107,404203,SPINK6
2648,11741,54677,CROT
2648,1101,1384,CRAT
5308,5549,7298,TYMS
1403,1420,1812,DRD1
1403,924,1129,CHRM2
1403,926,1131,CHRM3
1403,143,147,ADRA1B
1403,2552,3358,HTR2C
1403,1422,1814,DRD3
1403,1421,1813,DRD2
1403,147,152,ADRA2C
1403,2550,3356,HTR2A
1403,1323,1659,HRH1
1403,142,146,ADRA1A
1403,1423,1815,DRD4
1403,145,150,ADRA2A
1403,923,1128,CHRM1
1403,146,151,ADRA2B
1403,928,1133,CHRM5
1403,927,1132,CHRM4
1403,142,146,ADRA1D
8053,5056,6714,SRC
3385,621,763,CA5A
3385,618,760,CA2
3385,3143,4151,MB
4682,5405,7125,TNNC2
9244,2545,3350,HTR1A
9244,3123,4128,MAOA
9244,145,150,ADRA2A
11324,5662,7442,TRPV1
3744,4354,5836,PYGL
28,1717,2213,FCGR2B
28,588,720,C4A
28,1714,2209,FCGR1A
28,586,718,C3
28,1718,2214,FCGR3A
28,594,727,C5
28,588,720,C4B
28,6638,9103,FCGR2C
28,1716,2212,FCGR2A
28,1715,2210,FCGR1B
28,1719,2215,FCGR3B
2871,125,126,ADH1C
822,196,217,ALDH2
822,1292,1621,DBH
7266,5118,6790,AURKA
7639,1661,2147,F2
4872,5174,6870,TACR3
4593,1667,2155,F7
8301,618,760,CA2
4985,2968,3921,RPSA
4270,4058,5468,PPARG
9327,1414,1806,DPYD
9327,5549,7298,TYMS
5122,2790,3695,ITGB7
5122,2786,3691,ITGB4
5122,2773,3676,ITGA4
540,926,1131,CHRM3
540,142,146,ADRA1D
540,4898,6532,SLC6A4
540,923,1128,CHRM1
540,928,1133,CHRM5
540,2556,3362,HTR6
540,142,146,ADRA1A
540,2545,3350,HTR1A
540,2552,3358,HTR2C
540,1323,1659,HRH1
540,1421,1813,DRD2
540,2550,3356,HTR2A
540,927,1132,CHRM4
540,924,1129,CHRM2
540,4896,6530,SLC6A2
540,143,147,ADRA1B
2144,3931,5306,PITPNA
6931,6909,9453,GGPS1
2373,1765,2272,FHIT
2211,3124,4129,MAOB
7563,1209,1513,CTSK
340,923,1128,CHRM1
340,927,1132,CHRM4
340,924,1129,CHRM2
340,926,1131,CHRM3
340,928,1133,CHRM5
2759,3075,4069,LYZ
5109,1893,2539,G6PD
886,1304,1636,ACE
886,3245,4311,MME
2207,3577,4846,NOS3
2207,3576,4843,NOS2
6137,5056,6714,SRC
5041,5615,7378,UPP1
5041,18184,151531,UPP2
6521,4056,5465,PPARA
6521,4058,5468,PPARG
6521,2673,3551,IKBKB
6521,4306,5770,PTPN1
1955,10826,30814,PLA2G2E
1955,8399,11253,MAN1B1
1955,3944,5320,PLA2G2A
5249,1150,1441,CSF3R
1600,4287,5742,PTGS1
1600,4288,5743,PTGS2
6623,145,150,ADRA2A
3752,4287,5742,PTGS1
6240,3876,5243,ABCB1
862,3799,5149,PDE6H
862,3798,5148,PDE6G
862,6306,8654,PDE5A
991,4287,5742,PTGS1
991,4288,5743,PTGS2
3573,6359,8722,CTSF
12872,1014,1277,COL1A1
12872,1669,2157,F8
398,2892,3815,KIT
398,1756,2260,FGFR1
398,3809,5159,PDGFRB
398,1809,2324,FLT4
398,2871,3791,KDR
398,4462,5979,RET
398,1806,2321,FLT1
398,554,673,BRAF
398,4391,5894,RAF1
398,1807,2322,FLT3
7333,2871,3791,KDR
1019,924,1129,CHRM2
1019,923,1128,CHRM1
1019,926,1131,CHRM3
1019,927,1132,CHRM4
1128,209,231,AR
5220,5118,6790,AURKA
8495,1671,2159,F10
396,1262,1586,CYP17A1
396,209,231,AR
396,4838,6462,SHBG
396,6468,8856,NR1I2
396,1627,2099,ESR1
396,3675,4986,OPRK1
396,3690,5004,ORM1
396,3875,5241,PGR
396,2192,2908,NR3C1
317,1516,1956,EGFR
1711,125,126,ADH1C
4896,4896,6530,SLC6A2
4896,4898,6532,SLC6A4
7326,2871,3791,KDR
958,209,231,AR
6720,1959,2629,GBA
3399,3143,4151,MB
4701,2223,2946,GSTM2
8322,4355,5837,PYGM
14001,4093,5515,PPP2CA
14001,20127,284904,SEC14L4
14001,4148,5578,PRKCA
14001,1279,1606,DGKA
14001,213,240,ALOX5
14001,4149,5579,PRKCB
14001,6468,8856,NR1I2
14001,19681,266629,SEC14L3
14001,4094,5516,PPP2CB
14001,9038,23541,SEC14L2
3195,1447,1841,DTYMK
2467,4366,5868,RAB5A
2067,4844,6470,SHMT1
7597,4009,5409,PNMT
5956,2188,2904,GRIN2B
5956,4678,6256,RXRA
6362,5428,7153,TOP2A
6362,5430,7155,TOP2B
7852,834,1017,CDK2
7852,722,890,CCNA2
8737,1627,2099,ESR1
8304,2176,2891,GRIA2
1400,57,43,ACHE
4557,7349,9971,NR1H4
4557,4056,5465,PPARA
4557,4678,6256,RXRA
4557,4287,5742,PTGS1
3024,4457,5972,REN
1103,3957,5334,PLCL1
1103,150,155,ADRB3
1103,6099,8398,PLA2G6
1103,3945,5321,PLA2G4A
5294,1516,1956,EGFR
5294,4462,5979,RET
5294,5301,7010,TEK
5294,4293,5753,PTK6
5294,5647,7422,VEGFA
4495,5056,6714,SRC
9526,5550,7299,TYR
7328,1411,1803,DPP4
3256,8065,10841,FTCD
4861,149,154,ADRB2
4861,148,153,ADRB1
288,2192,2908,NR3C1
288,256,301,ANXA1
7830,1411,1803,DPP4
8332,2640,3500,IGHG1
6203,1411,1803,DPP4
6719,2094,2798,GNRHR
6719,3002,3973,LHCGR
3267,3768,5105,PCK1
4946,2556,3362,HTR6
4946,1422,1814,DRD3
4946,1423,1815,DRD4
4946,1421,1813,DRD2
4946,2545,3350,HTR1A
4946,147,152,ADRA2C
4946,1420,1812,DRD1
4946,142,146,ADRA1A
4946,2557,3363,HTR7
4946,2550,3356,HTR2A
4946,1323,1659,HRH1
283,1323,1659,HRH1
200,3348,4552,MTRR
200,3381,4594,MUT
200,3345,4548,MTR
200,5934,8029,CUBN
200,194,215,AMN
200,20537,326625,MMAB
200,18621,166785,MMAA
200,9356,25974,MMACHC
200,5244,6947,TCN1
6976,834,1017,CDK2
2583,1347,1719,DHFR
11,2608,3455,IFNAR2
11,2607,3454,IFNAR1
351,3875,5241,PGR
351,2192,2908,NR3C1
7965,1209,1513,CTSK
309,14700,81027,TUBB1
151,14634,80704,SLC19A3
151,1192,1491,CTH
151,11234,51380,CSAD
151,2033,2729,GCLC
151,2216,2937,GSS
151,14133,79587,CARS2
151,6598,9054,NFS1
151,2034,2730,GCLM
151,850,1036,CDO1
151,715,875,CBS
151,683,833,CARS
151,2101,2805,GOT1
151,3213,4255,MGMT
3126,13217,57644,MYH14
1613,3606,4882,NPR2
1613,3605,4881,NPR1
12328,179,196,AHR
8533,834,1017,CDK2
4559,3577,4846,NOS3
7210,834,1017,CDK2
7836,3943,5319,PLA2G1B
804,924,1129,CHRM2
804,923,1128,CHRM1
5184,5056,6714,SRC
5184,40,25,ABL1
5184,2621,3480,IGF1R
5184,42,27,ABL2
5562,2545,3350,HTR1A
13,3767,5104,SERPINA5
13,5097,6768,ST14
13,3553,4811,NID1
13,3963,5340,PLG
13,3950,5327,PLAT
13,3731,5055,SERPINB2
13,3730,5054,SERPINE1
13,3045,4036,LRP2
13,3952,5329,PLAUR
13,3951,5328,PLAU
3194,3145,4153,MBL2
7181,1411,1803,DPP4
5552,3921,5294,PIK3CG
5552,3920,5293,PIK3CD
3525,5056,6714,SRC
2541,4208,5646,PRSS3
9302,19545,255738,PCSK9
768,4686,6271,S100A1
768,4700,6285,S100B
768,1323,1659,HRH1
768,4699,6284,S100A13
768,4688,6273,S100A2
768,4698,6283,S100A12
423,617,759,CA1
9536,6331,8685,MARCO
14034,4058,5468,PPARG
8570,5707,7504,NA
8473,1163,1457,CSNK2A1
2932,209,231,AR
7309,8187,10988,METAP2
291,3007,3980,LIG3
652,3675,4986,OPRK1
652,7614,10280,SIGMAR1
652,3677,4988,OPRM1
4109,4208,5646,PRSS3
1698,713,873,CBR1
1698,6298,8644,AKR1C3
834,3875,5241,PGR
834,305,354,KLK3
834,2192,2908,NR3C1
834,6468,8856,NR1I2
836,3677,4988,OPRM1
836,4036,5443,POMC
836,654,801,CALM1
836,3674,4985,OPRD1
836,629,773,CACNA1A
836,3675,4986,OPRK1
335,148,153,ADRB1
335,149,154,ADRB2
5897,2621,3480,IGF1R
6843,110,108,ADCY2
6843,112,111,ADCY5
6843,2075,2778,GNAS
175,2402,3156,HMGCR
11157,2928,3859,KRT12
11157,2918,3849,KRT2
11157,6931,9479,MAPK8IP1
4224,4057,5467,PPARD
4224,3994,5375,PMP2
4224,11115,51228,GLTP
4224,4058,5468,PPARG
4224,4056,5465,PPARA
4224,4678,6256,RXRA
2027,3577,4846,NOS3
2027,3575,4842,NOS1
30,1084,1363,CPE
30,3777,5122,PCSK1
30,2748,3643,INSR
30,3045,4036,LRP2
30,2621,3480,IGF1R
30,16277,94121,SYTL4
30,1205,1509,CTSD
30,4419,5925,RB1
30,3779,5126,PCSK2
30,2631,3490,IGFBP7
30,3586,4856,NOV
30,2575,3416,IDE
347,6514,8913,CACNA1G
7237,3054,4048,LTA4H
5449,3876,5243,ABCB1
2106,5351,7068,THRB
1011,1260,1584,CYP11B1
16,1602,2057,EPOR
2388,4172,5602,MAPK10
7902,8750,23173,METAP1
4424,4206,5644,PRSS1
1646,4493,6010,RHO
717,3875,5241,PGR
9224,1421,1813,DRD2
4854,5702,7498,XDH
370,3675,4986,OPRK1
370,142,146,ADRA1A
370,2553,3359,HTR3A
370,147,152,ADRA2C
370,4897,6531,SLC6A3
370,149,154,ADRB2
370,1323,1659,HRH1
370,4896,6530,SLC6A2
370,145,150,ADRA2A
370,2552,3358,HTR2C
370,2551,3357,HTR2B
370,1421,1813,DRD2
370,8401,11255,HRH3
370,4898,6532,SLC6A4
370,2550,3356,HTR2A
370,148,153,ADRB1
370,1422,1814,DRD3
370,2557,3363,HTR7
3207,3250,4317,MMP8
145,467,570,BAAT
145,190,211,ALAS1
145,4844,6470,SHMT1
145,19137,219970,GLYATL2
145,4896,6530,SLC6A5
145,7588,10249,GLYAT
145,19055,206358,SLC36A1
145,13777,64902,AGXT2
145,4846,6472,SHMT2
145,16604,116444,GRIN3B
145,9920,27232,GNMT
145,8980,23464,GCAT
145,1958,2628,GATM
145,2047,2743,GLRB
145,17603,140679,SLC32A1
145,4902,6536,SLC6A9
145,2189,2905,GRIN2C
145,5928,8001,GLRA3
145,2035,2731,GLDC
145,11145,51268,PIPOX
145,2046,2742,GLRA2
145,2045,2741,GLRA1
145,191,212,ALAS2
145,2216,2937,GSS
145,176,189,AGXT
145,16125,92292,GLYATL1
145,1947,2617,GARS
145,2130,2841,GPR18
145,1982,2653,GCSH
179,4838,6462,SHBG
179,213,240,ALOX5
6288,1422,1814,DRD3
6288,1421,1813,DRD2
6288,2557,3363,HTR7
6288,2550,3356,HTR2A
584,1304,1636,ACE
6670,1209,1513,CTSK
5533,209,231,AKR1B1
4796,5646,7421,VDR
9228,1672,2160,F11
9228,3950,5327,PLAT
9228,1661,2147,F2
9228,584,716,C1S
9228,2895,3818,KLKB1
9228,1673,2161,F12
9228,583,715,C1R
824,3792,5142,PDE4B
824,134,136,ADORA2B
824,132,134,ADORA1
824,136,140,ADORA3
824,133,135,ADORA2A
824,3791,5141,PDE4A
6948,722,890,CCNA2
6948,834,1017,CDK2
4855,635,779,CACNA1S
4855,632,776,CACNA1D
4855,142,146,ADRA1D
4855,148,153,ADRB1
4855,639,783,CACNB2
4855,631,775,CACNA1C
4855,640,784,CACNB3
4855,2840,3757,KCNH2
4855,142,146,ADRA1A
4855,4730,6323,SCN1A
4855,641,785,CACNB4
4855,2857,3776,KCNK2
4855,634,778,CACNA1F
4855,146,151,ADRA2B
4855,638,782,CACNB1
4855,145,150,ADRA2A
4855,147,152,ADRA2C
4855,143,147,ADRA1B
7180,3511,4751,NEK2
1622,143,147,ADRA1B
1622,142,146,ADRA1A
1622,1420,1812,DRD1
1622,1421,1813,DRD2
1622,2545,3350,HTR1A
1622,2550,3356,HTR2A
78,584,716,C1S
78,581,713,C1QB
78,1717,2213,FCGR2B
78,1716,2212,FCGR2A
78,583,715,C1R
78,1714,2209,FCGR1A
78,582,714,C1QC
78,758,931,MS4A1
78,6638,9103,FCGR2C
78,580,712,C1QA
78,1718,2214,FCGR3A
78,1719,2215,FCGR3B
2712,209,231,AKR1B1
1800,354,410,ARSA
4929,214,241,ALOX5AP
4858,1421,1813,DRD2
7660,1661,2147,F2
4230,1141,1431,CS
3191,3135,4143,MAT1A
7625,3951,5328,PLAU
8335,3223,4282,MIF
1281,767,941,CD80
1281,768,942,CD86
7256,1595,2050,EPHB4
1142,928,1133,CHRM5
1142,2545,3350,HTR1A
1142,4898,6532,SLC6A4
1142,2840,3757,KCNH2
1142,145,150,ADRA2A
1142,2550,3356,HTR2A
1142,926,1131,CHRM3
1142,1328,1665,HRH2
1142,142,146,ADRA1D
1142,13393,59340,HRH4
1142,1323,1659,HRH1
1142,1421,1813,DRD2
1142,146,151,ADRA2B
1142,143,147,ADRA1B
1142,2556,3362,HTR6
1142,923,1128,CHRM1
1142,142,146,ADRA1A
1142,2551,3357,HTR2B
1142,147,152,ADRA2C
1142,4896,6530,SLC6A2
1142,927,1132,CHRM4
1142,924,1129,CHRM2
1142,2552,3358,HTR2C
6984,3120,4124,MAN2A1
6217,2840,3757,KCNH2
6217,2824,3741,KCNA5
6217,2835,3752,KCND3
6217,4737,6331,SCN5A
6070,2532,3326,HSP90AB1
6070,2527,3320,HSP90AA1
1409,927,1132,CHRM4
1409,928,1133,CHRM5
1409,924,1129,CHRM2
1409,923,1128,CHRM1
